source,target,weight
gunmen,bombing,2
indian mujahideen,bombing,2
japanese red army,hijacking,3
militants,bombing,2
militants,kidnapping,4
muslims,bombing,4
national democratic front of bodoland,kidnapping,4
palestinians,bombing,2
terrorists,bombing,2
terrorists,hijacking,2
youths,bombing,1
