source,target,weight
Nalgonda,Bombing/Explosion,1
Nalifapara,Hostage Taking (Kidnapping),1
Nallalalam,Armed Assault,1
Nandigram,Facility/Infrastructure Attack,1
Nandiyal,Hostage Taking (Kidnapping),1
Narayanpur,Armed Assault,2
Narayanpur,Bombing/Explosion,2
Narayanpur,Facility/Infrastructure Attack,1
Narayanpur,Hostage Taking (Kidnapping),1
Narengi,Bombing/Explosion,3
Narkopi,Armed Assault,1
Naseem Bagh,Bombing/Explosion,1
Nashla,Bombing/Explosion,1
Nasrullahpora,Armed Assault,1
Nasu,Armed Assault,1
Naudal,Hostage Taking (Barricade Incident),1
Nawada,Bombing/Explosion,2
Nayagarh District,Armed Assault,1
Neel,Facility/Infrastructure Attack,1
Nemallipuri,Bombing/Explosion,1
Nepal Tilla,Bombing/Explosion,1
New Dehli,Bombing/Explosion,3
New Delhi,Armed Assault,2
New Delhi,Assassination,1
New Delhi,Bombing/Explosion,26
New Delhi,Facility/Infrastructure Attack,1
New Heaven,Armed Assault,1
Nirala Kalkot,Armed Assault,1
Nongdam Tangkhul,Armed Assault,1
Nooranad,Bombing/Explosion,1
Noorbagh,Bombing/Explosion,1
North Cachar District,Hostage Taking (Kidnapping),1
North Cachar Hills,Armed Assault,24
North Cachar Hills,Bombing/Explosion,3
North Cachar Hills,Facility/Infrastructure Attack,11
North Cachar Hills,Hostage Taking (Kidnapping),1
North Cachar Hills,Unknown,2
North Cachar Hills District,Armed Assault,1
North Tripura,Hostage Taking (Kidnapping),1
Nowgam,Bombing/Explosion,1
Nowshera,Hostage Taking (Kidnapping),1
Odsa,Unknown,1
Ogaad,Armed Assault,1
Old Baramulla,Bombing/Explosion,1
Ongole,Bombing/Explosion,2
Paarl,Armed Assault,1
Pahalgam,Armed Assault,1
Pahalgam,Bombing/Explosion,3
Paharpur,Hostage Taking (Kidnapping),1
Pahlgam,Bombing/Explosion,1
Pahloo,Bombing/Explosion,1
Pakharpora,Bombing/Explosion,1
Palamau,Armed Assault,5
Palamau,Bombing/Explosion,11
Palamau,Hostage Taking (Kidnapping),2
Palamau,Unknown,1
Palhalan,Assassination,1
Palpora,Armed Assault,1
Pampore,Armed Assault,1
Pampore,Bombing/Explosion,2
Pamrod,Armed Assault,1
Panar,Hostage Taking (Kidnapping),1
Panbazar,Bombing/Explosion,1
Panzan,Armed Assault,1
Paraiya,Armed Assault,1
Parmot,Assassination,1
Patamda,Armed Assault,1
Patan,Armed Assault,2
Patan,Bombing/Explosion,2
Pathan Mohalla,Assassination,1
Pathankot,Armed Assault,1
Pathie,Armed Assault,1
Patna,Armed Assault,1
Patrada,Armed Assault,1
Pattan,Armed Assault,1
Pattapani,Bombing/Explosion,1
Patton,Bombing/Explosion,1
Peda Vadlapadu,Armed Assault,1
Peddaktnta,Armed Assault,1
Peddaktnta,Assassination,1
Phek,Hostage Taking (Kidnapping),2
Pileru,Bombing/Explosion,1
Pipra,Bombing/Explosion,1
Pondugula,Bombing/Explosion,1
Poonch,Armed Assault,9
Poonch,Bombing/Explosion,2
Poonch,Hostage Taking (Barricade Incident),1
Poonch District,Armed Assault,2
Porbandar,Hijacking,1
Poteru,Bombing/Explosion,1
Prechu,Bombing/Explosion,1
Puhroo,Armed Assault,1
Pulwama,Armed Assault,4
Pulwama,Assassination,3
Pulwama,Bombing/Explosion,11
Pulwama,Hostage Taking (Barricade Incident),1
Pulwama ((District)),Assassination,2
Pulwama (District),Armed Assault,1
Pulwama (District),Assassination,2
Pulwama (District),Hostage Taking (Kidnapping),1
Pulwama District,Armed Assault,1
Punch,Bombing/Explosion,1
Punch District,Bombing/Explosion,1
Purilia district,Armed Assault,1
Purna,Bombing/Explosion,1
Puruliya,Armed Assault,6
Puruliya,Bombing/Explosion,5
Puruliya,Facility/Infrastructure Attack,1
Qazigund,Armed Assault,1
Qazigund,Bombing/Explosion,3
Rafiabad,Armed Assault,1
Rai Sehot,Armed Assault,1
Raibaga,Bombing/Explosion,1
Raipur,Bombing/Explosion,1
Raj Nandgaon,Armed Assault,4
Raj Nandgaon,Bombing/Explosion,1
Raj Nandgaon,Unknown,1
Rajauri,Armed Assault,3
Rajauri,Bombing/Explosion,3
Rajauri,Facility/Infrastructure Attack,1
Rajauri,Hostage Taking (Kidnapping),1
Rajouri,Armed Assault,3
Rajouri,Bombing/Explosion,7
Rajouri (District),Armed Assault,1
Rajouri (District),Hostage Taking (Kidnapping),1
Rajuri,Bombing/Explosion,1
Raksamgiri,Armed Assault,1
Ramanathapuram,Unarmed Assault,1
Ramanthapur,Bombing/Explosion,1
Ramban,Bombing/Explosion,1
Ramban,Hostage Taking (Kidnapping),2
Rambhadrapur,Facility/Infrastructure Attack,1
Ramgaon,Armed Assault,1
Ramgarh,Hijacking,1
Rampur,Armed Assault,1
Ramsu,Armed Assault,1
Ramsu,Bombing/Explosion,1
Ranchi,Armed Assault,7
Ranchi,Bombing/Explosion,4
Ranchi,Facility/Infrastructure Attack,1
Ranchi,Unarmed Assault,1
Rangiya,Bombing/Explosion,1
Rangjuli,Armed Assault,1
Rani Bodli,Armed Assault,1
Ransoo-Naushehra,Armed Assault,1
Rathinjaihalampara,Armed Assault,1
Ratnal,Bombing/Explosion,1
Rauzabad,Bombing/Explosion,1
Rayagada,Armed Assault,2
Reasi,Armed Assault,1
Reasi,Bombing/Explosion,3
Reasi,Facility/Infrastructure Attack,1
Rishikesh,Bombing/Explosion,1
Rohtas,Armed Assault,2
Rohtas,Facility/Infrastructure Attack,2
Rongkuri,Armed Assault,1
Rongsal,Bombing/Explosion,1
Rosera,Armed Assault,1
Sadiya,Armed Assault,1
Sadiya,Bombing/Explosion,1
Sadwan,Armed Assault,1
Sagolia,Bombing/Explosion,1
Sagolmang,Bombing/Explosion,1
Saikul Village,Armed Assault,1
Sailya,Assassination,1
Sajjar,Armed Assault,1
Sajroo,Armed Assault,1
Salbani,Assassination,1
Salboni,Bombing/Explosion,1
Salohi,Armed Assault,1
Saluru,Assassination,1
Sam Samit,Armed Assault,1
Samalangsu,Bombing/Explosion,1
Samastipur,Assassination,1
Sambalpur,Armed Assault,2
Sambalpur district,Facility/Infrastructure Attack,1
Sangaldan,Armed Assault,1
Sangam,Bombing/Explosion,1
Sanglow,Armed Assault,1
Sangrama,Assassination,1
Sangrama,Bombing/Explosion,1
Santarampada,Armed Assault,1
Saraipul,Armed Assault,1
Saran,Bombing/Explosion,1
Sarju,Armed Assault,1
Sarwan,Hostage Taking (Kidnapping),1
Sashisangmapara,Bombing/Explosion,1
Satgaon,Armed Assault,2
Satgharwa,Armed Assault,1
Satnaur,Bombing/Explosion,1
Senapati,Hostage Taking (Kidnapping),2
Senapati,Unknown,1
Senthur,Bombing/Explosion,1
Seraikela-Kharsawan,Armed Assault,1
Serapathar,Armed Assault,1
Seri,Bombing/Explosion,1
Shams-ud-din Khan,Armed Assault,1
Sheendara,Armed Assault,1
Sheeri,Armed Assault,1
Sheikhpora,Assassination,1
Sheohar,Armed Assault,1
Sheohar,Bombing/Explosion,2
Sher Bagh,Bombing/Explosion,1
Sherbibi,Armed Assault,1
Sheshnag,Armed Assault,1
Shopian,Armed Assault,4
Shopian,Bombing/Explosion,7
Shopian,Hostage Taking (Kidnapping),1
Shopiyan,Armed Assault,1
Shopiyan,Bombing/Explosion,1
Shrotidar,Armed Assault,1
Shupiyan,Bombing/Explosion,1
Sibasagar,Bombing/Explosion,1
Siliguri,Bombing/Explosion,1
Simdega,Bombing/Explosion,1
Simdega,Facility/Infrastructure Attack,1
Simdega,Hostage Taking (Kidnapping),1
Simuluguri,Armed Assault,1
Sindhukumar,Hostage Taking (Kidnapping),1
Singhpora,Bombing/Explosion,1
Singicherra,Armed Assault,1
Singjamei,Armed Assault,1
Singjamei,Hostage Taking (Kidnapping),1
Sirgwari-Keshewan,Unknown,1
Sitamarhi,Bombing/Explosion,1
Sivasagar,Bombing/Explosion,1
Sivasagar,Unknown,1
Sodal,Armed Assault,1
Sogam,Armed Assault,1
Soibugh,Armed Assault,1
Sonapah,Assassination,1
Sonapur,Bombing/Explosion,2
Sonapur,Hostage Taking (Kidnapping),1
Sonari,Bombing/Explosion,4
Sonari,Hostage Taking (Kidnapping),1
Sonebhadra,Armed Assault,1
Songsak,Armed Assault,1
Sonitpor,Assassination,1
Sonitpor,Bombing/Explosion,1
Sonitpor,Hostage Taking (Kidnapping),2
Sonitpor,Unknown,1
Sonmarg,Unarmed Assault,1
Sophian,Armed Assault,1
Sopor,Armed Assault,1
Sopor,Bombing/Explosion,2
Sopore,Armed Assault,4
Sopore,Assassination,3
Sopore,Bombing/Explosion,7
Sorbung,Bombing/Explosion,1
Srigeri Pado,Armed Assault,1
Srinagar,Armed Assault,47
Srinagar,Assassination,14
Srinagar,Bombing/Explosion,117
Srinagar,Facility/Infrastructure Attack,3
Srinagar,Hostage Taking (Kidnapping),3
Srinagar,Unarmed Assault,1
Srinagar and Baramula,Bombing/Explosion,1
Srinigar,Armed Assault,1
Srinigar,Bombing/Explosion,4
Srirampur checkgate,Bombing/Explosion,1
Sugnu,Hostage Taking (Kidnapping),1
Suknachara,Bombing/Explosion,1
Sukrungbari,Armed Assault,1
Sumbal,Assassination,1
Sumbal,Bombing/Explosion,1
Sumblar,Assassination,1
Sundargarh,Armed Assault,2
Sundargarh,Bombing/Explosion,8
Sundargarh,Facility/Infrastructure Attack,1
Sundargarh,Unknown,1
Sundervani,Bombing/Explosion,1
Sunsali,Bombing/Explosion,1
Surankode,Armed Assault,1
Surankot,Armed Assault,1
Surankote,Armed Assault,1
Surankote,Facility/Infrastructure Attack,1
Surat,Bombing/Explosion,28
Surguja,Bombing/Explosion,1
Surigam,Armed Assault,1
Swat Valley,Bombing/Explosion,1
T Minou,Unknown,1
Tadepalliguden,Bombing/Explosion,1
Tahab,Bombing/Explosion,1
Takia Hail Jageer,Armed Assault,1
Tamenglong,Armed Assault,1
Tamenglong,Hostage Taking (Kidnapping),1
Tamenglong,Unknown,1
Tamparsingha,Armed Assault,1
Tanda,Bombing/Explosion,1
Tangla,Bombing/Explosion,1
Tangmarg,Armed Assault,1
Tangmarg,Bombing/Explosion,1
Tarahati Kalinzar,Armed Assault,1
Tarakunda,Armed Assault,1
Tarigam,Assassination,1
Tarkhan Majra,Bombing/Explosion,1
Tarzoo,Bombing/Explosion,1
Tata Draman area,Armed Assault,1
Tehsil Chowk,Bombing/Explosion,1
Telerai,Assassination,1
Tengtha,Armed Assault,1
Tezpur,Bombing/Explosion,1
Thalubigha,Armed Assault,1
Thanabulhalampara,Armed Assault,1
Thanamandi,Armed Assault,2
Thanamandi,Bombing/Explosion,1
Thane,Bombing/Explosion,1
Thanna Mand,Armed Assault,1
Thanna Mandi,Armed Assault,1
Thingkhangpi,Assassination,1
Thothapara,Armed Assault,1
Thoubal,Armed Assault,3
Thoubal,Bombing/Explosion,4
Thoubal,Facility/Infrastructure Attack,1
Thoubal,Hijacking,1
Thoubal,Hostage Taking (Kidnapping),1
Thoubal district,Armed Assault,1
Tihu,Bombing/Explosion,1
Tinsukia,Armed Assault,4
Tinsukia,Bombing/Explosion,6
Tirap,Unknown,1
Tirupati,Bombing/Explosion,1
Todi-Poonch,Unarmed Assault,1
Tral,Armed Assault,2
Tral,Assassination,1
Trimbli,Armed Assault,1
Tripura,Facility/Infrastructure Attack,1
Trivandrum,Armed Assault,1
Tuinem,Armed Assault,1
Tumalacheruvu,Bombing/Explosion,1
Tumkur,Bombing/Explosion,1
Udaipur,Hostage Taking (Kidnapping),1
Udalguri,Armed Assault,4
Udalguri,Bombing/Explosion,2
Udalguri,Hostage Taking (Kidnapping),3
Udhampur,Armed Assault,4
Udhampur,Bombing/Explosion,2
Udhampur (district),Armed Assault,3
Udhampur District,Unknown,1
Udhan Phera,Armed Assault,1
Ujjain,Armed Assault,1
Ukhrul,Armed Assault,1
Ukhrul,Bombing/Explosion,4
Ukhrul,Unknown,1
Umrangso,Armed Assault,1
Unkknown,Armed Assault,1
Unknown,Armed Assault,38
Unknown,Assassination,4
Unknown,Bombing/Explosion,72
Unknown,Facility/Infrastructure Attack,5
Unknown,Hostage Taking (Kidnapping),12
Unknown,Unknown,2
Uri,Bombing/Explosion,1
Utrosou,Armed Assault,1
Vadodara (baroda),Bombing/Explosion,1
Vaishali,Armed Assault,1
Vaishali,Bombing/Explosion,1
Varanasi,Bombing/Explosion,2
Vasco,Bombing/Explosion,1
Veelu,Bombing/Explosion,1
Vidyanagar,Bombing/Explosion,1
Visakhapatnam,Armed Assault,1
Visakhapatnam,Facility/Infrastructure Attack,1
Vishakhapatnam,Armed Assault,1
Vishakhapatnam,Facility/Infrastructure Attack,1
Vizianagaram,Bombing/Explosion,1
Wadi,Bombing/Explosion,1
Wadwal,Armed Assault,1
Wagad,Bombing/Explosion,1
Wanabal,Armed Assault,1
Wangjing,Armed Assault,1
Wangoi,Armed Assault,2
Warangal,Armed Assault,3
Warangal,Assassination,1
Warangal,Bombing/Explosion,1
Waripora Tangmarg,Armed Assault,1
Watalpora,Assassination,1
Wawoora,Armed Assault,1
Waywand,Hostage Taking (Kidnapping),1
Wazirbagh locality,Armed Assault,1
West Singhbhum,Armed Assault,1
West Singhbhum,Bombing/Explosion,4
West Tripura,Armed Assault,1
West Tripura,Hostage Taking (Kidnapping),1
Wokha,Armed Assault,1
Woodsa,Bombing/Explosion,1
Yairipok,Bombing/Explosion,2
Yelahanka,Armed Assault,1
Zainakote,Bombing/Explosion,1
