Communist Party of India - Maoist (CPI-Maoist),Aheri,122,19.413355,80.00591
Maoists,Ahiapur,13,26.416868,84.051103
United Liberation Front of Assam (ULFA),Airkata,5,25.955264,90.101257
Hmar People's Convention-Democracy (HPC-D),Aizawl,2,23.727107,92.717639
Maoists,Ajgari,13,26.696467,84.895873
Maoists,Akash Nagar,13,30.946472,75.834512
Maoists,Aldandi,13,19.395812,80.312954
Kamtapur Liberation Organization (KLO),Alipurduar,1,26.491889,89.527103
Communist Party of India - Maoist (CPI-Maoist),Alubaka,122,18.231047,80.704808
Maoists,Amarut,13,13.936847,75.554449
Communist Party of India - Maoist (CPI-Maoist),Amas,122,24.623928,84.651836
Maoists,Ambabhona,13,21.577956,83.475691
Maoists,Ambatanr,13,13.114317,80.148055
Communist Party of India - Maoist (CPI-Maoist),Ambatikar,122,18.950159,72.821348
Maoists,Amkola,13,14.665309,74.300088
Maoists,Amrapara,13,24.519673,87.571717
Hizbul Mujahideen (HM),Anantnag,9,33.704971,75.247906
Pattali Makkal Katchi (PMK),Annasagaram,1,12.112372,78.187792
Maoists,Antagarh,13,20.098476,81.15959
Communist Party of India - Maoist (CPI-Maoist),Arauri,122,26.130048,85.764101
Garo National Liberation Army,Arengdo,11,25.853958,90.945625
Lashkar-e-Taiba (LeT),Arnia,3,32.519224,74.799533
Lashkar-e-Taiba (LeT),Arwani,3,33.78039,75.066225
Maoists,Asagoan,13,19.438442,73.304795
Maoists,Asurabandha,13,20.89142,85.783323
National Democratic Front of Bodoland (NDFB),Athiabari,9,26.54028,90.133119
Communist Party of India - Maoist (CPI-Maoist),Aurangabad,122,19.876165,75.343314
Maoists,Aurangabad,13,19.876165,75.343314
Tritiya Prastuti Committee (India),Aurangabad,2,19.876165,75.343314
Maoists,Aurangabad district,13,19.891083,75.154538
Maoists,Awapalli,13,18.580889,80.772251
Maoists,Bacheli,13,18.700958,81.24913
Maoists,Badapada,13,20.502964,86.60157
Maoists,Badgund,13,15.269963,74.549258
Maoists,Badiliguda,13,20.198892,83.913545
Maoists,Badtunda,13,21.411557,83.488358
Communist Party of India - Maoist (CPI-Maoist),Badural,122,25.520386,83.08177
Maoists,Bage Bar,13,24.408422,84.524185
Garo National Liberation Army,Baghmara,11,25.193491,90.634631
Achik National Volunteer Council-B (ANVC-B),Bagli,1,22.640825,76.343468
Maoists,Bailadilla,13,18.716667,81.233333
Maoists,Baipariguda,13,18.751105,82.433295
Maoists,Bajragada,13,19.841929,84.667527
National Democratic Front of Bodoland (NDFB),Baksa,9,26.662147,91.357775
National Democratic Front of Bodoland (NDFB),Baksa district,9,26.662147,91.357775
United Liberation Front of Assam (ULFA),Bakuliaghat,5,23.173152,88.385838
Maoists,Balangir,13,20.707423,83.484272
National Democratic Front of Bodoland (NDFB),Balapara,9,26.258537,91.128107
Maoists,Baleguda,13,18.208121,82.092458
Maoists,Balimela,13,18.224435,82.059782
Maoists,Balipeta,13,18.868852,83.115471
Communist Party of India - Maoist (CPI-Maoist),Balrampur,122,27.429706,82.176802
Maoists,Balthara village,13,26.201677,84.718495
Communist Party of India - Maoist (CPI-Maoist),Balumath,122,23.82996,84.783772
People's Liberation Front of India,Banasai,6,22.745063,85.522599
Maoists,Bande,13,19.927524,80.563288
People's Liberation Front of India,Bandgaon,6,22.864296,85.326545
Maoists,Bandhagaon,13,18.933338,83.257291
Maoists,Bandhugaon,13,18.933338,83.257291
Communist Party of India - Maoist (CPI-Maoist),Bandua,122,23.89328,84.390999
Maoists,Bandugaon,13,18.933338,83.257291
Communist Party of India - Maoist (CPI-Maoist),Bandwan,122,31.965857,75.166942
Al Ummah,Bangalore,1,12.971599,77.594563
Hizbul Mujahideen (HM),Bangalore,9,12.971599,77.594563
Communist Party of India - Maoist (CPI-Maoist),Banka,122,24.887418,86.919838
Terai Janatantrik Party,Banka,1,24.887418,86.919838
Communist Party of India - Maoist (CPI-Maoist),Bankura,122,23.232415,87.078604
People's Committee against Police Atrocities (PCPA),Bankura,11,23.232415,87.078604
Maoists,Banswara,13,23.546139,74.434976
Maoists,Bapanpalli,13,13.965418,77.574121
National Santhali Liberation Army (NSlA),Barabadha,1,24.981575,81.76503
Maoists,Barachatti,13,24.456759,85.138861
Maoists,Baragada,13,20.648141,85.996848
Maoists,Barang,13,28.824575,74.859485
Maoists,Bargarh,13,21.342584,83.624201
Maoists,Barhaula,13,25.068138,86.693525
People's Liberation Front of India,Barhi,6,24.303789,85.414341
Communist Party of India - Maoist (CPI-Maoist),Baridih,122,22.805348,86.251632
Communist Party of India - Maoist (CPI-Maoist),Barkot,122,30.809665,78.209161
Maoists,Barkot,13,30.809665,78.209161
National Liberation Force of Bengalis (Bangali Janamukti Bahini),Barobisha,1,26.46794,89.804835
Bengali Sangram Mukti Bahini,Barpeta,1,26.330421,91.004055
National Democratic Front of Bodoland (NDFB),Barpeta,9,26.330421,91.004055
Maoists,Barwadih,13,23.847518,84.117125
Communist Party of India - Maoist (CPI-Maoist),Basaguda,122,18.559757,80.92423
Maoists,Basaguda,13,18.559757,80.92423
Communist Party of India - Maoist (CPI-Maoist),Bastar,122,19.203677,81.934385
Maoists,Bastar,13,19.203677,81.934385
Maoists,Bastar district,13,19.107132,81.953481
Maoists,Basuachak,13,25.525104,83.34287
National Democratic Front of Bodoland (NDFB),Batabori,9,26.377975,92.355453
Islamic Movement of Kashmir,Batamaloo,1,34.068677,74.778325
Separatists,Batmaloo,3,34.064508,74.794461
Maoists,Bayanar,13,19.54146,81.510266
Maoists,Bedre,13,19.219574,80.724243
Communist Party of India - Maoist (CPI-Maoist),Begusarai,122,25.416675,86.129379
Maoists,Beheraguda,13,19.712603,82.988123
United National Liberation Front (UNLF),Behiang,2,23.979671,93.549643
Maoists,Bejangiwada,13,18.055828,81.933021
Maoists,Belgaon,13,20.826304,78.716089
Communist Party of India - Maoist (CPI-Maoist),Beliabera,122,22.621222,86.893526
Communist Party of India - Maoist (CPI-Maoist),Belpahari,122,22.632073,86.764262
Jamiat ul-Mujahedin (JuM),Bemina,2,34.078661,74.765892
Indian Mujahideen,Bengaluru,10,12.971599,77.594563
United Liberation Front of Assam (ULFA),Bengenakhowa,5,26.461796,93.969987
National Democratic Front of Bodoland (NDFB),Betagaon,9,26.634465,91.686443
Maoists,Bhadrachalam,13,17.668791,80.893593
Maoists,Bhagalpur,13,25.24143,86.992436
National Democratic Front of Bodoland (NDFB),Bhalukjhora,9,26.330565,90.285484
Maoists,Bhamragarh,13,19.414814,80.589669
Maoists,Bhanpuri,13,21.097557,80.923539
Maoists,Bharuamunda,13,20.27764,85.794852
Maoists,Bhatpar,13,26.489881,83.468356
Maoists,Bhejangiwada,13,18.055828,81.933021
Maoists,Bhitia,13,23.857138,86.481964
United Liberation Front of Assam (ULFA),Bhojo,5,27.077808,95.033851
National Democratic Front of Bodoland (NDFB),Bhowraguri,9,26.603538,90.242058
Maoists,Bhubanpalli,13,18.025378,81.598025
Communist Party of India - Maoist (CPI-Maoist),Bhuliabandh,122,20.635569,83.099209
Maoists,Bigha,13,24.943022,78.841096
Communist Party of India - Maoist (CPI-Maoist),Bijapur,122,16.830171,75.710031
Maoists,Bijapur,13,16.830171,75.710031
Communist Party of India - Maoist (CPI-Maoist),Bijapur district,122,16.614763,75.899867
Maoists,Bijapur district,13,16.614763,75.899867
Lashkar-e-Taiba (LeT),Bijbehara,3,33.786899,75.099576
Maoists,Bijepar,13,16.830171,75.710031
National Democratic Front of Bodoland (NDFB),Bijni,9,26.494386,90.701032
National Liberation Force of Bengalis (Bangali Janamukti Bahini),Bijni,1,26.494386,90.701032
Maoists,Biliguda,13,17.94022,81.532215
Communist Party of India - Maoist (CPI-Maoist),Birbhum,122,24.357502,87.842697
Communist Party of India - Maoist (CPI-Maoist),Birbhum district,122,23.840168,87.618638
Kangleipak Communist Party (KCP),Bishenpur,9,25.60787,82.849254
People's Liberation Army (India),Bishenpur,11,25.60787,82.849254
Khasi Students Union,Bishnupur,1,24.63036,93.759829
Tribesmen,Bishnupur,2,24.63036,93.759829
United Liberation Front of Barak Valley (ULFBV) - India,Bishuram Basti,1,26.81768,82.763313
Maoists,Bitkilsoya,13,22.132936,85.071398
Communist Party of India - Maoist (CPI-Maoist),Bodari,122,23.178033,81.422404
Indian Mujahideen,Bodh Gaya,10,24.696134,84.986955
Maoists,Bojhait,13,24.753808,86.13956
Communist Party of India - Maoist (CPI-Maoist),Bokaro,122,23.669296,86.151112
Maoists,Bokaro district,13,23.663527,85.971322
Garo National Liberation Army,Bokkingre,11,19.874953,75.362316
Communist Party of India - Maoist (CPI-Maoist),Bokob,122,26.104108,91.228293
Karbi People's Liberation Tigers (KPLT),Bokojan,5,26.022025,93.775167
Kamtapur Liberation Organization (KLO),Bongaigaon,1,26.500999,90.535236
National Democratic Front of Bodoland (NDFB),Bongaigaon,9,26.500999,90.535236
United Bengali Liberation Front (UBLF),Bongaigaon,1,26.500999,90.535236
United Liberation Front of Assam (ULFA),Bongaigaon,5,26.500999,90.535236
National Democratic Front of Bodoland (NDFB),Bongaigaon district,9,26.370751,90.63937
United Liberation Front of Assam (ULFA),Bordumsa,5,27.513473,95.882875
Kamtapur Liberation Organization (KLO),Bouserkuti,1,26.262648,89.70747
Communist Party of India - Maoist (CPI-Maoist),Budhaniya,122,22.767663,75.76622
Maoists,Budhauli,13,26.769169,81.993022
Maoists,Burgum,13,19.117208,81.521241
Maoists,Burkapal,13,18.284592,81.214325
Communist Party of India - Maoist (CPI-Maoist),Buxar,122,25.56471,83.977748
Al-Nasireen Group,Chadoora,1,33.945142,74.796608
Communist Party of India - Maoist (CPI-Maoist),Chainpur,122,25.032808,83.504618
Maoists,Chainpur,13,25.032808,83.504618
Communist Party of India - Maoist (CPI-Maoist),Chandauli,122,25.260456,83.266267
Kuki Liberation Army (KLA),Chandel,1,24.3262,94.0006
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Chandel,5,24.3262,94.0006
United Kuki Liberation Front (UKLF) - India,Chandel,1,24.3262,94.0006
United National Liberation Front (UNLF),Chandel,2,24.3262,94.0006
People's Liberation Army (India),Chandel district,11,24.182749,94.151376
United National Liberation Front (UNLF),Chandel district,2,24.182749,94.151376
Maoists,Chandil,13,22.961536,86.065705
Maoists,Chandra Nagar,13,23.002206,72.557084
Maoists,Chandrapura,13,23.74755,86.121742
Communist Party of India - Maoist (CPI-Maoist),Chapagedda,122,17.868397,82.223692
National Democratic Front of Bodoland (NDFB),Chapaguri,9,26.362365,89.476581
Kuki tribesmen,Chasang,1,35.128333,76.528333
Garo National Liberation Army,Chasingre,11,25.55757,90.227984
Communist Party of India - Maoist (CPI-Maoist),Chatra,122,24.206508,84.872428
Maoists,Chatra,13,24.206508,84.872428
People's Liberation Front of India,Chatra,6,24.206508,84.872428
Tritiya Prastuti Committee (India),Chatra,2,24.206508,84.872428
Maoists,Chatra district,13,24.152633,84.856793
National Liberation Front of Tripura (NLFT),Chawmanu,7,23.851597,91.993047
Al Ummah,Chennai,1,13.08268,80.270718
Indian Mujahideen,Chennai,10,13.08268,80.270718
Maoists,Chetag,13,23.8235,84.768112
Maoists,Chhapra,13,25.779565,84.749889
Communist Party of India - Maoist (CPI-Maoist),Chhota Nagra,122,22.239433,85.305866
Garo National Liberation Army,Chigitchakgre,11,25.322165,90.184622
United Liberation Front of Assam (ULFA),Chilpara,5,25.914412,90.804291
Maoists,Chindgarh,13,30.733315,76.779418
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Chingai,5,25.314595,94.499293
Maoists,Chintapalle,13,17.871317,82.353327
United Liberation Front of Assam (ULFA),Chirakhuti,5,25.178815,80.865453
National Democratic Front of Bodoland (NDFB),Chirang,9,26.538662,90.693912
National Democratic Front of Bodoland (NDFB),Chirang district,9,26.538662,90.693912
A'chik Songna An'pachakgipa Kotok (ASAK),Chiringpara,1,25.541096,90.031875
Communist Party of India - Maoist (CPI-Maoist),Chirodih,122,22.949487,84.548428
Maoists,Chitrakonda,13,18.108706,82.10879
Maoists,Chittarpur,13,24.916356,79.581183
Garo National Liberation Army,Chokpot,11,25.318662,90.440804
Communist Party of India - Maoist (CPI-Maoist),Chuku,122,23.924486,84.600809
Maoists,Chulabhat,13,20.753491,82.415683
Zeliangrong United Front,Churachandpur,1,24.342749,93.697826
Zomi Revolutionary Army (ZRA),Churachandpur,1,24.342749,93.697826
Kuki National Liberation Front (KNLF),Churachandpur district,1,24.299358,93.258363
People's Liberation Army (India),Churachandpur district,11,24.299358,93.258363
Maoists,Cone village,13,27.992424,-82.398535
Garo National Liberation Army,Dadenggre,11,25.720704,90.194375
Garo National Liberation Army,Dadengre,11,25.720704,90.194375
People's Liberation Front of India,Dadigutu,6,18.957099,72.815832
Garo National Liberation Army,Dainadubi,11,25.907054,90.772892
Maoists,Daitari,13,21.111097,85.825585
Maoists,Daldalkuhi,13,21.298113,80.596609
National Democratic Front of Bodoland (NDFB),Dalgaon,9,26.56217,92.2002
Maoists,Daliam,13,29.629117,74.387771
A'chik Songna An'pachakgipa Kotok (ASAK),Dalu,1,31.897151,76.613833
Maoists,Damanjodi,13,18.774299,82.912504
National Liberation Front of Tripura (NLFT),Damparengpui,7,23.719245,92.414696
Garo National Liberation Army,Damra,11,25.940324,90.771109
Communist Party of India - Maoist (CPI-Maoist),Dangia,122,26.947969,93.837541
Communist Party of India - Maoist (CPI-Maoist),Dantewada,122,18.896863,81.345442
Maoists,Dantewada,13,18.896863,81.345442
Communist Party of India - Maoist (CPI-Maoist),Dantewada district,122,18.84563,81.383933
Maoists,Dantewada district,13,18.84563,81.383933
Communist Party of India - Maoist (CPI-Maoist),Dantewara,122,18.84563,81.383933
Communist Party of India - Maoist (CPI-Maoist),Darbha,122,18.858617,81.868875
Maoists,Darbha,13,18.858617,81.868875
Communist Party of India - Maoist (CPI-Maoist),Darbhanga,122,26.111868,85.896004
Maoists,Dariapur,13,23.034058,72.593679
Garo National Liberation Army,Darimgre,11,35.055657,-81.096831
Maoists,Daringbadi,13,19.903696,84.130321
Maoists,Dasini,13,18.931326,83.242571
Maoists,Dasmantpur,13,19.04568,82.921246
Maoists,Daundih,13,21.912798,81.589802
Maoists,Dema,13,27.102458,81.617208
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Deomali,5,27.193505,95.469917
National Liberation Front of Tripura (NLFT),Dhalai,7,23.846698,91.909924
National Liberation Front of Tripura (NLFT),Dhalai district,7,23.846698,91.909924
Maoists,Dhalbhumgarh,13,22.507239,86.556476
Communist Party of India - Maoist (CPI-Maoist),Dhanbad,122,23.795653,86.430386
National Democratic Front of Bodoland (NDFB),Dhanbad,9,23.795653,86.430386
Communist Party of India - Maoist (CPI-Maoist),Dhanbad district,122,23.818922,86.499655
Maoists,Dhangai,13,31.966558,74.855099
Maoists,Dhanora,13,19.639543,79.474959
Maoists,Dharambandha,13,20.754446,82.437359
National Democratic Front of Bodoland (NDFB),Dhekiajuli,9,26.698531,92.485146
National Democratic Front of Bodoland (NDFB),Dhemaji,9,27.481111,94.557285
Karbi People's Liberation Tigers (KPLT),Dhubri,5,26.020698,89.974346
Muslim United Liberation Tigers of Assam (MULTA),Dhubri,1,26.020698,89.974346
National Democratic Front of Bodoland (NDFB),Dhubri,9,26.020698,89.974346
Maoists,Dhurki,13,18.423779,77.872458
Maoists,Dhurli,13,30.367683,75.859205
United Liberation Front of Assam (ULFA),Dibrugarh,5,27.472833,94.911962
United Liberation Front of Assam (ULFA),Digboi,5,27.395147,95.630023
Hill Tiger Force (HTF),Dima Hasao,2,25.3478,93.017571
People's Liberation Army (India),Dima Hasao district,11,25.3478,93.017571
National Democratic Front of Bodoland (NDFB),Dimalgaon,9,26.432413,90.270221
National Socialist Council of Nagaland-Khaplang (NSCN-K),Dimapur,2,25.862989,93.753666
National Socialist Council of Nagaland-Khole-Kitovi (NSCN-KK),Dimapur district,1,25.755877,93.78415
Rabha National Security Force,Dingdinga,1,25.99696,90.165886
Karbi People's Liberation Tigers (KPLT),Diphu,5,25.846525,93.429875
Hizbul Mujahideen (HM),Dogri Pora,9,33.853689,75.043798
Achik National Cooperative Army (ANCA),Dokasaram,1,25.900753,90.775963
People's United Liberation Front (PULF),Dolaithabi,2,24.886259,94.038829
United Liberation Front of Assam (ULFA),Doom Dooma,5,27.566417,95.555165
Maoists,Dornapal,13,18.155242,81.508894
Hizbul Mujahideen (HM),Drugmulla,9,34.487199,74.286887
United Liberation Front of Assam (ULFA),Duarmara,5,27.5,95.75
Garo National Liberation Army,Dudhnoi,11,25.98606,90.786566
Communist Party of India - Maoist (CPI-Maoist),Dumaria,122,24.441598,84.398881
Maoists,Dumaria,13,24.441598,84.398881
Communist Party of India - Maoist (CPI-Maoist),Dumka,122,24.285466,87.24193
Maoists,Dumka district,13,24.405289,87.301613
Maoists,Durgapur,13,23.520444,87.311923
