eventid,iyear,imonth,iday,country_txt,provstate,city,attacktype1_txt,targtype1_txt,gname,weaptype1_txt
198911210015,1989,11,21,India,,nadu state,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198911210021,1989,11,21,India,,Amritsar District,Armed Assault,Military,Sikh Extremists,Firearms
198911210022,1989,11,21,India,,Amritsar District,Armed Assault,Military,Sikh Extremists,Firearms
198911210023,1989,11,21,India,,Punjab state,Armed Assault,Military,Unknown,Firearms
198911230003,1989,11,23,India,,agartala,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198911250002,1989,11,25,India,,Mann,Assassination,Government (General),Unknown,Firearms
198911250005,1989,11,25,India,,batala,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198912000002,1989,12,0,India,,Srinigar,Bombing/Explosion,Business,Allah's Tigers,Explosives/Bombs/Dynamite
198912040003,1989,12,4,India,,Srinigar,Bombing/Explosion,Violent Political Party,Unknown,Explosives/Bombs/Dynamite
198912080004,1989,12,8,India,,Srinigar,Hostage Taking (Kidnapping),Government (General),Jammu and Kashmir Liberation Front,Unknown
198912100015,1989,12,10,India,,Ferozepore District,Armed Assault,Military,Unknown,Firearms
198912110007,1989,12,11,India,,Dinanagar,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite
198912110008,1989,12,11,India,,srinigar,Bombing/Explosion,Airports & Aircraft,Unknown,Explosives/Bombs/Dynamite
198912120003,1989,12,12,India,,srinigar,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite
198912120004,1989,12,12,India,,srinigar,Bombing/Explosion,Transportation,Jammu and Kashmir Liberation Front,Explosives/Bombs/Dynamite
198912130006,1989,12,13,India,,Palliwalli,Armed Assault,Private Citizens & Property,Sikh Extremists,Firearms
198912210002,1989,12,21,India,,srinigar,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite
198912210003,1989,12,21,India,,srinigr,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
198912210004,1989,12,21,India,,Ludhiana,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198912230001,1989,12,23,India,,Ludhiana District,Assassination,Private Citizens & Property,Unknown,Firearms
198912230007,1989,12,23,India,,Balia Village,Armed Assault,Police,Unknown,Firearms
198912230009,1989,12,23,India,,Ramaduggu,Hostage Taking (Kidnapping),Government (General),Naxalites,Firearms
198912260001,1989,12,26,India,,Sohara Village,Assassination,Police,Unknown,Firearms
198912260009,1989,12,26,India,,Amritsar,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,Unknown
198912260010,1989,12,26,India,,Suravaram,Hostage Taking (Kidnapping),Government (General),Naxalites,Firearms
198912260011,1989,12,26,India,,Chevella Village,Hostage Taking (Kidnapping),Government (General),Unknown,Firearms
198912270001,1989,12,27,India,,Anantnag,Assassination,Business,Unknown,Firearms
198912270002,1989,12,27,India,,srinigar,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite
198912270003,1989,12,27,India,,srinigar,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198912280004,1989,12,28,India,,Amritsar,Armed Assault,Police,Sikh Extremists,Firearms
198912280005,1989,12,28,India,,Bhatinda,Hostage Taking (Kidnapping),Government (General),Sikh Extremists,Firearms
198912300001,1989,12,30,India,,Srinigar,Assassination,Police,Unknown,Firearms
198912300008,1989,12,30,India,,Akhrur,Armed Assault,Military,Unknown,Firearms
