eventid,iyear,imonth,iday,country_txt,provstate,city,attacktype1_txt,targtype1_txt,gname,weaptype1_txt
198803140008,1988,3,14,India,,Jhanger,Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198803140009,1988,3,14,India,,Ludhiana District,Assassination,Police,Unknown,Unknown
198803140010,1988,3,14,India,,Dallin,Assassination,Private Citizens & Property,Sikh Extremists,Unknown
198803210011,1988,3,21,India,,Phagawara,Bombing/Explosion,Police,Sikh Extremists,Explosives/Bombs/Dynamite
198803210012,1988,3,21,India,,Akbarpura,Armed Assault,Private Citizens & Property,Sikh Extremists,Firearms
198803210013,1988,3,21,India,,Hoshiarpur District,Armed Assault,Police,Unknown,Firearms
198803220006,1988,3,22,India,,Todapur,Unknown,Police,Unknown,Unknown
198803220007,1988,3,22,India,,Akbarpura,Assassination,Business,Unknown,Firearms
198803230002,1988,3,23,India,,Jabalpur,Bombing/Explosion,Military,Khalistan Commando Force,Explosives/Bombs/Dynamite
198803230009,1988,3,23,India,,Batticaloa,Bombing/Explosion,Military,Liberation Tigers of Tamil Eelam (LTTE),Explosives/Bombs/Dynamite
198803250006,1988,3,25,India,,Amarkot,Armed Assault,Transportation,Unknown,Firearms
198803250007,1988,3,25,India,,Delhi,Assassination,Airports & Aircraft,Organization of Arab Fedayeen Cells,Firearms
198803270008,1988,3,27,India,,Manwal,Assassination,Private Citizens & Property,Unknown,Firearms
198803270009,1988,3,27,India,,Chimabagh,Assassination,Police,Unknown,Unknown
198803290018,1988,3,29,India,,Tanjeli,Armed Assault,Private Citizens & Property,Gurkha National Liberation Front (GNLF),Firearms
198803290021,1988,3,29,India,,Kada Viohan,Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198803300008,1988,3,30,India,,Gilbari,Assassination,Government (General),Unknown,Unknown
198803310001,1988,3,31,India,,Ludhiana,Bombing/Explosion,Business,Sikh Extremists,Unknown
198803310006,1988,3,31,India,,Amritsar,Assassination,Violent Political Party,Sikh Extremists,Explosives/Bombs/Dynamite
198804010001,1988,4,1,India,,Kapurthala District,Bombing/Explosion,Transportation,Sikh Extremists,Explosives/Bombs/Dynamite
198804010004,1988,4,1,India,,Bhagana,Armed Assault,Police,Unknown,Firearms
198804010006,1988,4,1,India,,Pangota,Armed Assault,Private Citizens & Property,Khalistan Liberation Force,Firearms
198804010007,1988,4,1,India,,Jodhan Nagri,Assassination,Private Citizens & Property,Unknown,Firearms
198804010008,1988,4,1,India,,Ghagharvana,Assassination,Private Citizens & Property,Unknown,Firearms
198804040004,1988,4,4,India,,Delhi,Facility/Infrastructure Attack,Government (Diplomatic),Unknown,Incendiary
198804050003,1988,4,5,India,,Kohali,Armed Assault,Police,Unknown,Firearms
198804050004,1988,4,5,India,,Kanpur,Assassination,Government (General),Unknown,Firearms
198804070004,1988,4,7,India,,Udhonaugal,Assassination,Police,Unknown,Firearms
198804070005,1988,4,7,India,,Rasulpur,Assassination,Business,Unknown,Firearms
198804140005,1988,4,14,India,,Ferozepur Dist.,Assassination,Private Citizens & Property,Unknown,Firearms
198804140006,1988,4,14,India,,Amritsar,Assassination,Violent Political Party,Unknown,Firearms
198804160001,1988,4,16,India,,Darjeeling,Bombing/Explosion,Government (General),Gurkha National Liberation Front (GNLF),Explosives/Bombs/Dynamite
198804160002,1988,4,16,India,,Darjeeling,Bombing/Explosion,Transportation,Gurkha National Liberation Front (GNLF),Explosives/Bombs/Dynamite
198804160006,1988,4,16,India,,Amritsar District,Armed Assault,Police,Unknown,Firearms
198804180014,1988,4,18,India,,Bholi,Assassination,Educational Institution,Unknown,Firearms
198804180015,1988,4,18,India,,Chakundal,Assassination,Police,Unknown,Firearms
198804180016,1988,4,18,India,,Rania,Assassination,Violent Political Party,Unknown,Firearms
198804190007,1988,4,19,India,,Tamenglong,Armed Assault,Military,National Socialist Council of Nagaland,Firearms
198804220010,1988,4,22,India,,Sonda,Hostage Taking (Kidnapping),Violent Political Party,Gurkha National Liberation Front (GNLF),Firearms
198804220012,1988,4,22,India,,Jullundur City,Assassination,Private Citizens & Property,Unknown,Firearms
198804230002,1988,4,23,India,,Ajnala,Armed Assault,Private Citizens & Property,Unknown,Firearms
198804280010,1988,4,28,India,,Darjeeling,Assassination,Government (General),Gurkha National Liberation Front (GNLF),Firearms
198804280011,1988,4,28,India,,Darjeeling,Assassination,Government (General),Gurkha National Liberation Front (GNLF),Firearms
198805010023,1988,5,1,India,,Patiala,Armed Assault,Business,Sikh Extremists,Firearms
198805010024,1988,5,1,India,,Dada,Armed Assault,Police,Unknown,Firearms
198805020014,1988,5,2,India,,Chandigarh,Assassination,Government (General),Unknown,Firearms
198805020023,1988,5,2,India,,Lalru,Armed Assault,Transportation,Unknown,Firearms
198805030026,1988,5,3,India,,Karadwala,Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198805060008,1988,5,6,India,,Ropar District,Assassination,Business,Unknown,Unknown
198805060009,1988,5,6,India,,Sidhuwadona,Armed Assault,Private Citizens & Property,Unknown,Firearms
198805070007,1988,5,7,India,,Kalimpong,Bombing/Explosion,Police,Gurkha National Liberation Front (GNLF),Firearms
198805070008,1988,5,7,India,,Panipat,Armed Assault,Private Citizens & Property,Unknown,Firearms
198805090001,1988,5,9,India,,New Delhi,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite
198805090002,1988,5,9,India,,Panipat,Armed Assault,Private Citizens & Property,Sikh Extremists,Firearms
198805150002,1988,5,15,India,,Kalimpong,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,Firearms
198805150006,1988,5,15,India,,Parjeeling,Armed Assault,Police,Gurkha National Liberation Front (GNLF),Firearms
198805160002,1988,5,16,India,,Amarkot,Armed Assault,Police,Unknown,Firearms
198805160003,1988,5,16,India,,Parjeeling,Armed Assault,Police,Gurkha National Liberation Front (GNLF),Firearms
198805170011,1988,5,17,India,,Ludhiana,Assassination,Religious Figures/Institutions,Sikh Extremists,Firearms
198805180001,1988,5,18,India,,Darjeeling,Bombing/Explosion,Private Citizens & Property,Gurkha National Liberation Front (GNLF),Explosives/Bombs/Dynamite
198805180002,1988,5,18,India,,Darjeeling,Bombing/Explosion,Private Citizens & Property,Gurkha National Liberation Front (GNLF),Explosives/Bombs/Dynamite
198805180003,1988,5,18,India,,Darjeeling,Bombing/Explosion,Private Citizens & Property,Gurkha National Liberation Front (GNLF),Explosives/Bombs/Dynamite
198805180006,1988,5,18,India,,Jullundur,Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198805190005,1988,5,19,India,,Bhatinda,Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198805200009,1988,5,20,India,,Tricomalee,Armed Assault,Religious Figures/Institutions,Liberation Tigers of Tamil Eelam (LTTE),Firearms
198805210007,1988,5,21,India,,Gujarpur Dist.,Armed Assault,Private Citizens & Property,Sikh Extremists,Firearms
198805210010,1988,5,21,India,,Kotsukia,Armed Assault,Private Citizens & Property,Sikh Extremists,Firearms
198805220001,1988,5,22,India,,Ludhiana,Bombing/Explosion,Transportation,Sikh Extremists,Explosives/Bombs/Dynamite
198805220005,1988,5,22,India,,Ajnala,Assassination,Private Citizens & Property,Unknown,Firearms
198805220008,1988,5,22,India,,Bhatinda,Armed Assault,Transportation,Unknown,Firearms
198805230008,1988,5,23,India,,Dhaliwal,Assassination,Private Citizens & Property,Unknown,Firearms
198805230009,1988,5,23,India,,Sangrur District,Assassination,Business,Unknown,Firearms
198805230010,1988,5,23,India,,Jullundur Dist.,Assassination,Government (General),Unknown,Firearms
198805240006,1988,5,24,India,,Jalandhar,Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198805240007,1988,5,24,India,,Bhatinda District,Assassination,Private Citizens & Property,Unknown,Firearms
198805240009,1988,5,24,India,,Harike,Armed Assault,Police,Sikh Extremists,Firearms
198805300001,1988,5,30,India,,Amditsar,Bombing/Explosion,Religious Figures/Institutions,Khalistan Liberation Force,Explosives/Bombs/Dynamite
198805300002,1988,5,30,India,,Gurdasdur,Bombing/Explosion,Private Citizens & Property,Khalistan Liberation Force,Explosives/Bombs/Dynamite
198805310002,1988,5,31,India,,New Delhi,Bombing/Explosion,Private Citizens & Property,Sikh Extremists,Explosives/Bombs/Dynamite
198805310003,1988,5,31,India,,New Delhi,Bombing/Explosion,Private Citizens & Property,Sikh Extremists,Explosives/Bombs/Dynamite
198806010016,1988,6,1,India,,Mudki,Armed Assault,Business,Unknown,Firearms
198806040002,1988,6,4,India,,Sonepat,Bombing/Explosion,Transportation,Sikh Extremists,Explosives/Bombs/Dynamite
198806040006,1988,6,4,India,,Hoshiapur,Assassination,Journalists & Media,Sikh Extremists,Firearms
198806040007,1988,6,4,India,,Mathewal,Assassination,Business,Sikh Extremists,Firearms
198806040010,1988,6,4,India,,Haryana,Armed Assault,Police,Sikh Extremists,Firearms
198806050005,1988,6,5,India,,Darjeeling,Bombing/Explosion,Private Citizens & Property,Gurkha National Liberation Front (GNLF),Explosives/Bombs/Dynamite
198806080007,1988,6,8,India,,Tinde,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
198806110001,1988,6,11,India,,Bengal,Bombing/Explosion,Business,Gurkha National Liberation Front (GNLF),Explosives/Bombs/Dynamite
198806140001,1988,6,14,India,,Moga,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
198806140006,1988,6,14,India,,Khadur Saheb,Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198806140007,1988,6,14,India,,Dhaurewal,Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198806140008,1988,6,14,India,,Phagwara Town,Assassination,Government (General),Unknown,Firearms
198806140009,1988,6,14,India,,Gaginangal,Assassination,Business,Unknown,Firearms
198806140010,1988,6,14,India,,Cheemakhuddi,Assassination,Private Citizens & Property,Unknown,Firearms
198806140017,1988,6,14,India,,Amritsar,Armed Assault,Police,Sikh Extremists,Melee
198806160001,1988,6,16,India,,Sukhia Pokhri,Bombing/Explosion,Police,Gurkha National Liberation Front (GNLF),Explosives/Bombs/Dynamite
198806180001,1988,6,18,India,,Kurukshetra,Bombing/Explosion,Business,Sikh Extremists,Explosives/Bombs/Dynamite
198806180005,1988,6,18,India,,Patiala District,Assassination,Police,Sikh Extremists,Unknown
198806180008,1988,6,18,India,,Chandgarh,Armed Assault,Government (General),Sikh Extremists,Firearms
198806200001,1988,6,20,India,,New Delhi,Bombing/Explosion,Private Citizens & Property,Sikh Extremists,Explosives/Bombs/Dynamite
198806200003,1988,6,20,India,,Pehwa,Armed Assault,Business,Sikh Extremists,Firearms
198806210009,1988,6,21,India,,Amritsar,Bombing/Explosion,Business,Sikh Extremists,Explosives/Bombs/Dynamite
198806220010,1988,6,22,India,,Guman,Assassination,Business,Unknown,Unknown
198806220011,1988,6,22,India,,Rajumajra,Assassination,Private Citizens & Property,Unknown,Firearms
198806220012,1988,6,22,India,,Rama Mandi,Assassination,Government (General),Unknown,Firearms
198806220013,1988,6,22,India,,Kotla,Assassination,Violent Political Party,Unknown,Unknown
198806220014,1988,6,22,India,,Maharashtra,Armed Assault,Police,Naxalites,Firearms
198806230003,1988,6,23,India,,Ludhiana,Assassination,Police,Sikh Extremists,Firearms
198806230005,1988,6,23,India,,Amritsar,Armed Assault,Private Citizens & Property,Sikh Extremists,Firearms
198806250003,1988,6,25,India,,Kurseong,Armed Assault,Police,Gurkha National Liberation Front (GNLF),Firearms
198806270004,1988,6,27,India,,Balla,Assassination,Private Citizens & Property,Unknown,Firearms
198806270005,1988,6,27,India,,Nalbari,Assassination,Private Citizens & Property,Unknown,Firearms
198806280001,1988,6,28,India,,Saint Mery Basti,Armed Assault,Private Citizens & Property,Gurkha National Liberation Front (GNLF),Incendiary
198806280002,1988,6,28,India,,Barpeta Road,Bombing/Explosion,Business,United Liberation Front of Assam (ULFA),Explosives/Bombs/Dynamite
198806280006,1988,6,28,India,,Darjeeling,Assassination,Business,Gurkha National Liberation Front (GNLF),Firearms
198806280007,1988,6,28,India,,Darjeeling,Assassination,Private Citizens & Property,Gurkha National Liberation Front (GNLF),Firearms
198806280012,1988,6,28,India,,Ghariala,Armed Assault,Government (General),Unknown,Firearms
198806280013,1988,6,28,India,,Kurseong,Armed Assault,Police,Gurkha National Liberation Front (GNLF),Firearms
198807010002,1988,7,1,India,,Darjeeling,Bombing/Explosion,Government (General),Gurkha National Liberation Front (GNLF),Explosives/Bombs/Dynamite
198807010010,1988,7,1,India,,Ropar,Hostage Taking (Kidnapping),Food or Water Supply,Sikh Extremists,Firearms
198807020029,1988,7,2,India,,Virka,Assassination,Government (General),Unknown,Firearms
198807020032,1988,7,2,India,,Sotha,Armed Assault,Private Citizens & Property,Sikh Extremists,Firearms
198807040002,1988,7,4,India,,Kishan Pura Village,Assassination,Private Citizens & Property,Unknown,Firearms
198807040003,1988,7,4,India,,Village Shahpur,Assassination,Private Citizens & Property,Unknown,Unknown
198807040004,1988,7,4,India,,Navawarian,Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198807070004,1988,7,7,India,,Darjeeling,Assassination,Violent Political Party,Gurkha National Liberation Front (GNLF),Melee
198807070010,1988,7,7,India,,Manipur,Armed Assault,Police,National Socialist Council of Nagaland,Firearms
198807090005,1988,7,9,India,,Amritsar,Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198807090006,1988,7,9,India,,Mithapur,Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198807100001,1988,7,10,India,,Nakaon,Bombing/Explosion,Business,United Liberation Front of Assam (ULFA),Explosives/Bombs/Dynamite
198807100002,1988,7,10,India,,Nakaon,Unknown,Business,United Liberation Front of Assam (ULFA),Unknown
198807100003,1988,7,10,India,,Nowgong,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite
198807100004,1988,7,10,India,,Ramgarh,Assassination,Police,Unknown,Unknown
198807100005,1988,7,10,India,,Meethapur,Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198807100006,1988,7,10,India,,Takhtuchak,Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198807110006,1988,7,11,India,,Urmartanda,Armed Assault,Police,Khalistan Commando Force,Firearms
198807140001,1988,7,14,India,,Kalimpong Town,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198807150001,1988,7,15,India,,Ambala City,Armed Assault,Police,Unknown,Firearms
198807160008,1988,7,16,India,,Jagraon,Assassination,Private Citizens & Property,Unknown,Firearms
198807160013,1988,7,16,India,,Lamlai,Armed Assault,Police,People's Liberation Army (India),Firearms
198807160014,1988,7,16,India,,Phera Ren,Armed Assault,Police,Unknown,Firearms
198807170015,1988,7,17,India,,Chandigrarh,Armed Assault,Police,Unknown,Firearms
198807220010,1988,7,22,India,,Maroor Village,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite
198807230002,1988,7,23,India,,Rurthakalam,Armed Assault,Private Citizens & Property,Unknown,Firearms
198807230003,1988,7,23,India,,Jalpaiguri District,Assassination,Government (General),Unknown,Unknown
198807230005,1988,7,23,India,,Tarn Taran,Armed Assault,Police,Unknown,Firearms
198807230006,1988,7,23,India,,Kalimpong,Armed Assault,Police,Gurkha National Liberation Front (GNLF),Firearms
198807240002,1988,7,24,India,,Dalli,Assassination,Educational Institution,Unknown,Firearms
198807250004,1988,7,25,India,,Ludhiana,Assassination,Religious Figures/Institutions,Sikh Extremists,Firearms
198807300005,1988,7,30,India,,Navasar,Assassination,Government (General),Sikh Extremists,Firearms
198807300006,1988,7,30,India,,Dhaini Basa Singh Village,Armed Assault,Private Citizens & Property,Unknown,Firearms
198807300007,1988,7,30,India,,Thathian,Assassination,Private Citizens & Property,Unknown,Firearms
198807310002,1988,7,31,India,,Srinagar,Bombing/Explosion,Private Citizens & Property,Sikh Extremists,Explosives/Bombs/Dynamite
198807310003,1988,7,31,India,,Srinagar,Bombing/Explosion,Business,Sikh Extremists,Explosives/Bombs/Dynamite
198807310007,1988,7,31,India,,Bhuli Karimpur,Assassination,Private Citizens & Property,Sikh Extremists,Unknown
198807310008,1988,7,31,India,,Amarkot,Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198807310009,1988,7,31,India,,Pundol,Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198808010002,1988,8,1,India,,Nowgong,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite
198808010005,1988,8,1,India,,Tinsukhia,Assassination,Government (General),Unknown,Firearms
198808020005,1988,8,2,India,,Sarhali Khord,Assassination,Terrorists/Non-State Militia,Sikh Extremists,Firearms
198808030005,1988,8,3,India,,Nike,Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198808030011,1988,8,3,India,,Patti,Armed Assault,Private Citizens & Property,Sikh Extremists,Firearms
198808040004,1988,8,4,India,,Ludhiana,Assassination,Government (General),Sikh Extremists,Unknown
198808040005,1988,8,4,India,,Durgapur,Assassination,Police,Unknown,Firearms
198808070001,1988,8,7,India,,Ludhiana,Bombing/Explosion,Educational Institution,Sikh Extremists,Explosives/Bombs/Dynamite
198808070003,1988,8,7,India,,Malla,Armed Assault,Private Citizens & Property,Sikh Extremists,Firearms
198808090001,1988,8,9,India,,Imphal,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198808120003,1988,8,12,India,,Panchkula,Bombing/Explosion,Transportation,Sikh Extremists,Explosives/Bombs/Dynamite
198808170011,1988,8,17,India,,Maltoha,Armed Assault,Military,Unknown,Firearms
198808170012,1988,8,17,India,,Sundargarh,Armed Assault,Military,Unknown,Firearms
198808170013,1988,8,17,India,,Maruwai,Armed Assault,Police,Sikh Extremists,Firearms
198808190010,1988,8,19,India,,Babui,Assassination,Business,Sikh Extremists,Firearms
198808190011,1988,8,19,India,,Gokkuwal,Assassination,Police,Sikh Extremists,Firearms
198808190012,1988,8,19,India,,Pandorigolan,Assassination,Unknown,Sikh Extremists,Firearms
198808190013,1988,8,19,India,,Billowan,Armed Assault,Private Citizens & Property,Sikh Extremists,Firearms
198808190014,1988,8,19,India,,Pandori,Armed Assault,Police,Sikh Extremists,Firearms
198808220002,1988,8,22,India,,Batala,Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198808220003,1988,8,22,India,,Timuwal,Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198808250003,1988,8,25,India,,Rutian,Assassination,Government (General),Sikh Extremists,Firearms
198808250004,1988,8,25,India,,Maisanpur,Assassination,Government (General),Sikh Extremists,Firearms
198808250005,1988,8,25,India,,Tarn Taran,Assassination,Business,Sikh Extremists,Firearms
198808250006,1988,8,25,India,,Matinda,Assassination,Business,Sikh Extremists,Firearms
198808250009,1988,8,25,India,,Ahluwal,Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198808270001,1988,8,27,India,,Ajnala,Bombing/Explosion,Business,Sikh Extremists,Explosives/Bombs/Dynamite
198808270002,1988,8,27,India,,Amritsar District,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198808270021,1988,8,27,India,,Amtitsar District,Armed Assault,Police,Sikh Extremists,Firearms
198808300006,1988,8,30,India,,Boo,Assassination,Police,Unknown,Firearms
198808300008,1988,8,30,India,,Derakalan,Armed Assault,Private Citizens & Property,Sikh Extremists,Firearms
198808310005,1988,8,31,India,,Gurdaspur District,Assassination,Private Citizens & Property,Unknown,Firearms
198808310006,1988,8,31,India,,Rooerwal,Bombing/Explosion,Police,Sikh Extremists,Explosives/Bombs/Dynamite
198808310007,1988,8,31,India,,Amritsar District,Bombing/Explosion,Police,Sikh Extremists,Firearms
198808310008,1988,8,31,India,,gurdaspur district,Armed Assault,Police,Unknown,Firearms
198809010005,1988,9,1,India,,Kadian,Assassination,Private Citizens & Property,Unknown,Firearms
198809010009,1988,9,1,India,,Gurdaspur district,Armed Assault,Police,Unknown,Firearms
198809040003,1988,9,4,India,,Rajpura Town,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198809040004,1988,9,4,India,,Gurdaspur City,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198809050001,1988,9,5,India,,Mehadpur,Assassination,Military,Sikh Extremists,Unknown
198809060005,1988,9,6,India,,Patti Town,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198809060008,1988,9,6,India,,Kathley,Assassination,Religious Figures/Institutions,Unknown,Firearms
198809060009,1988,9,6,India,,Hashiapur District,Armed Assault,Police,Unknown,Firearms
198809070002,1988,9,7,India,,Chandigarh,Bombing/Explosion,Educational Institution,Sikh Extremists,Explosives/Bombs/Dynamite
198809070014,1988,9,7,India,,Rureasal,Armed Assault,Transportation,Sikh Extremists,Firearms
198809080004,1988,9,8,India,,Atal,Assassination,Private Citizens & Property,Unknown,Firearms
198809110003,1988,9,11,India,,Delhi,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198809110004,1988,9,11,India,,Delhi,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite
198809120002,1988,9,12,India,,New Delhi,Bombing/Explosion,Transportation,Sikh Extremists,Explosives/Bombs/Dynamite
198809120003,1988,9,12,India,,New Delhi,Bombing/Explosion,Transportation,Sikh Extremists,Explosives/Bombs/Dynamite
198809120015,1988,9,12,India,,Nathuchak,Armed Assault,Police,Unknown,Firearms
198809130002,1988,9,13,India,,New Delhi,Bombing/Explosion,Transportation,Sikh Extremists,Explosives/Bombs/Dynamite
198809130006,1988,9,13,India,,Sirhind,Armed Assault,Business,Sikh Extremists,Firearms
198809150006,1988,9,15,India,,Ferozepore area,Armed Assault,Police,Khalistan Commando Force,Firearms
198809190003,1988,9,19,India,,Chandigarh,Assassination,Violent Political Party,Sikh Extremists,Firearms
198809240003,1988,9,24,India,,Amritsar,Armed Assault,Transportation,Sikh Extremists,Firearms
198809260005,1988,9,26,India,,New Delhi,Assassination,Violent Political Party,Sikh Extremists,Firearms
198809280011,1988,9,28,India,,Punniyaya,Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198809300007,1988,9,30,India,,Dhulewal,Assassination,Religious Figures/Institutions,Unknown,Firearms
198810010014,1988,10,1,India,,Karmuwal,Armed Assault,Private Citizens & Property,Unknown,Firearms
198810110011,1988,10,11,India,,Jaito,Assassination,Government (General),Sikh Extremists,Firearms
198810130009,1988,10,13,India,,Ludhiana,Armed Assault,Police,Unknown,Firearms
198810210011,1988,10,21,India,,Badnikurd,Assassination,Private Citizens & Property,Unknown,Firearms
198810240018,1988,10,24,India,,Urmur Danda,Armed Assault,Private Citizens & Property,Sikh Extremists,Firearms
198810270001,1988,10,27,India,,Srinagar,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198810270002,1988,10,27,India,,Srinagar,Bombing/Explosion,Police,Muslim Militants,Explosives/Bombs/Dynamite
198810270006,1988,10,27,India,,Srinagar,Armed Assault,Police,Muslim Militants,Firearms
198810270007,1988,10,27,India,,Srinagar,Armed Assault,Business,Muslim Militants,Firearms
198810270008,1988,10,27,India,,Srinagar,Armed Assault,Business,Muslim Militants,Firearms
198810310001,1988,10,31,India,,Pathankot,Bombing/Explosion,Private Citizens & Property,Babbar Khalsa International (BKI),Explosives/Bombs/Dynamite
198811010002,1988,11,1,India,,Jammu,Bombing/Explosion,Transportation,Babbar Khalsa International (BKI),Explosives/Bombs/Dynamite
198811030001,1988,11,3,India,,Batala,Bombing/Explosion,Private Citizens & Property,Babbar Khalsa International (BKI),Explosives/Bombs/Dynamite
198811030005,1988,11,3,India,,Gurjarpura,Armed Assault,Transportation,Unknown,Firearms
198811030006,1988,11,3,India,,Amritsar,Armed Assault,Transportation,Unknown,Firearms
198811040001,1988,11,4,India,,Pathankot,Bombing/Explosion,Transportation,Babbar Khalsa International (BKI),Explosives/Bombs/Dynamite
198811050005,1988,11,5,India,,Ludhiana,Armed Assault,Private Citizens & Property,Sikh Extremists,Firearms
198811070002,1988,11,7,India,,Chandigarh,Assassination,Military,Unknown,Firearms
198811150013,1988,11,15,India,,Ludhiana,Armed Assault,Police,Bhinderanwale Tiger Force of Khalistan (BTHK),Firearms
198811200006,1988,11,20,India,,Jhugian,Armed Assault,Police,Unknown,Firearms
198811200007,1988,11,20,India,,Sunderchak,Armed Assault,Private Citizens & Property,Unknown,Firearms
198811210005,1988,11,21,India,,Kamalawala,Assassination,Private Citizens & Property,Unknown,Firearms
198811220011,1988,11,22,India,,Kaithal,Armed Assault,Private Citizens & Property,Unknown,Firearms
198811240002,1988,11,24,India,,Sunhpora,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198811290010,1988,11,29,India,,Ludhiana City,Assassination,Violent Political Party,Unknown,Firearms
198811290015,1988,11,29,India,,Sarai Amanatkhan,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
198812090006,1988,12,9,India,,Faridkot District,Assassination,Religious Figures/Institutions,Unknown,Firearms
198812090007,1988,12,9,India,,Ropar District,Assassination,Police,Unknown,Firearms
198812090008,1988,12,9,India,,Chitamla Village,Assassination,Religious Figures/Institutions,Unknown,Firearms
198812100004,1988,12,10,India,,Sakoha,Armed Assault,Transportation,Unknown,Firearms
198812100005,1988,12,10,India,,Srihargobindpur,Armed Assault,Police,Unknown,Firearms
198812110010,1988,12,11,India,,Talwandi Suba,Armed Assault,Police,Unknown,Firearms
198812250004,1988,12,25,India,,Armitsar,Hostage Taking (Kidnapping),Transportation,Sikh Extremists,Firearms
198812250005,1988,12,25,India,,Makoo,Hostage Taking (Kidnapping),Transportation,Unknown,Firearms
198812260002,1988,12,26,India,,Rasalpura,Assassination,Private Citizens & Property,Sikh Extremists,Unknown
198812300002,1988,12,30,India,,Amritsar,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198812300003,1988,12,30,India,,Amritsar,Bombing/Explosion,Transportation,Sikh Extremists,Explosives/Bombs/Dynamite
198812310008,1988,12,31,India,,Ludhiana,Assassination,Government (General),Sikh Extremists,Firearms
198901010001,1989,1,1,India,,Batala,Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198901010002,1989,1,1,India,,Malibigha,Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198901010003,1989,1,1,India,,Firozapur village,Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198901010004,1989,1,1,India,,Jahanabad Dist,Armed Assault,Private Citizens & Property,Naxalites,Firearms
198901010005,1989,1,1,India,,Shekhawal,Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198901010006,1989,1,1,India,,Chwindi devi,Bombing/Explosion,Religious Figures/Institutions,Sikh Extremists,Explosives/Bombs/Dynamite
198901010007,1989,1,1,India,,Ghawanda devi,Bombing/Explosion,Private Citizens & Property,Sikh Extremists,Explosives/Bombs/Dynamite
198901060004,1989,1,6,India,,Ludhiana,Bombing/Explosion,Private Citizens & Property,Sikh Extremists,Explosives/Bombs/Dynamite
198901060005,1989,1,6,India,,Ludhiana,Bombing/Explosion,Private Citizens & Property,Sikh Extremists,Explosives/Bombs/Dynamite
198901070008,1989,1,7,India,,Baddowal,Armed Assault,Private Citizens & Property,Sikh Extremists,Firearms
198901070009,1989,1,7,India,,Saral Amanat Khan,Armed Assault,Business,Sikh Extremists,Firearms
198901110001,1989,1,11,India,,Amritsar,Assassination,Government (General),Sikh Extremists,Melee
198901110002,1989,1,11,India,,Atwal,Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198901110003,1989,1,11,India,,Pujiawali,Assassination,Private Citizens & Property,Sikh Extremists,Melee
198901120007,1989,1,12,India,,Batala,Armed Assault,Military,Khalistan Commando Force,Firearms
198901150005,1989,1,15,India,,Kathunangal,Bombing/Explosion,Transportation,Sikh Extremists,Explosives/Bombs/Dynamite
