Udhampur,32.826284,75.247906,Armed Assault,Police
Kakotibari,27.089915,95.023447,Bombing,Utilities
Srinagar,34.125541,74.944258,Bombing,Private Citizens & Property
New Delhi,28.613939,77.209021,Bombing,Transportation
Kagajnagar,19.358146,79.482334,Bombing,Police
Khannabal,33.739656,75.134594,Armed Assault,Military
Jirania,23.813154,91.436221,Kidnapping,Private Citizens & Property
Srinagar,34.125541,74.944258,Armed Assault,Military
Doda,33.14575,75.548049,Assassination,Government
Jammu,32.721782,74.857654,Bombing,Government
Jammu,32.721782,74.857654,Bombing,Private Citizens & Property
Atharobolla,23.610792,91.445885,Kidnapping,Private Citizens & Property
Paharpur,26.603197,84.598191,Kidnapping,Private Citizens & Property
Baira,25.03674,83.174279,Bombing,Transportation
Palpora,34.072907,74.841575,Armed Assault,Police
Sumbal,34.22358,75.037986,Assassination,Military
Kahleel,10.892268,75.936643,Bombing,Police
Bijbehra,33.786899,75.099576,Bombing,Military
Bustar,13.205491,77.676683,Bombing,Police
Madhepura,25.92869,86.790976,Unarmed Assault,Government
Bishram Ganj,23.843841,91.330052,Bombing,Private Citizens & Property
Manipur,24.663717,93.906269,Armed Assault,Military
New Delhi,28.613939,77.209021,Bombing,Private Citizens & Property
Bahajan,29.786285,79.314867,Bombing,Government
Tarkhan Majra,30.615375,76.362281,Bombing,Private Citizens & Property
Kachnara,24.393398,80.319918,Assassination,Military
Ghatkesar,17.445318,78.685255,Assassination,Government
Bardiha,25.064063,84.335142,Bombing,Military
Thanna Mand,21.201647,72.836908,Armed Assault,Military
New Delhi,28.613939,77.209021,Bombing,Private Citizens & Property
Srinagar,34.125541,74.944258,Bombing,Journalists & Media
Cuddalore,11.744699,79.768024,Bombing,Transportation
Kot Budhan,31.869971,75.338303,Armed Assault,Private Citizens & Property
Hyderabad,17.385044,78.486671,Bombing,Government
Belbari,25.401427,88.509991,Kidnapping,Government
Srinagar,34.125541,74.944258,Bombing,Military
Srinagar,34.125541,74.944258,Bombing,Journalists & Media
Badami Bagh,34.063259,74.859485,Bombing,Military
Sopore,34.286763,74.462401,Bombing,Military
Laxmipur,23.858353,91.37104,Armed Assault,Private Citizens & Property
Sher Bagh,34.010186,74.4848,Bombing,Police
Anantnag,33.704971,75.247906,Bombing,Police
Chandrathakurpara village,22.886133,88.415474,Armed Assault,Private Citizens & Property
Srinagar,34.125541,74.944258,Bombing,Government
Mumbai,19.075984,72.877656,Infrastructure Attack,Religious Figures/Institutions
Manipore,24.663717,93.906269,Assassination,Government
Mandipore,24.663717,93.906269,Assassination,Government
Srinagar,34.125541,74.944258,Bombing,Government
Machilipatnam,16.190546,81.136154,Bombing,Religious Figures/Institutions
Baghber,24.041105,86.744152,Armed Assault,Private Citizens & Property
Imphal,24.817011,93.936844,Bombing,Government
Srinagar,34.125541,74.944258,Bombing,Government
Srinagar,34.125541,74.944258,Bombing,Tourists
Srinagar,34.125541,74.944258,Bombing,Police
Shopian,33.759364,74.803921,Bombing,Military
Magam,34.09459,74.596542,Assassination,Government
Borkhola,24.916829,92.728927,Bombing,Military
Batmaloo,34.072929,74.792494,Armed Assault,Police
Bemina,34.078661,74.765892,Armed Assault,Private Citizens & Property
Srinagar,34.125541,74.944258,Bombing,Police
Vasco,15.386033,73.84404,Bombing,Religious Figures/Institutions
Tadepalliguden,16.813842,81.521241,Bombing,Religious Figures/Institutions
Ongole,15.505723,80.049922,Bombing,Religious Figures/Institutions
Wadi,21.147934,78.974683,Bombing,Religious Figures/Institutions
Jalandhar,31.326015,75.576183,Armed Assault,Religious Figures/Institutions
Asarfi,25.232827,86.744322,Armed Assault,Private Citizens & Property
Kunzar-Tangmarg,34.086981,74.500917,Assassination,Government
Guntur,16.306652,80.43654,Bombing,Religious Figures/Institutions
Srinagar,34.125541,74.944258,Bombing,Government
Hubli,15.364708,75.123955,Bombing,Religious Figures/Institutions
Jalpaiguri,26.543477,88.720526,Unknown,Educational Institution
Ladakh,34,78,Armed Assault,Religious Figures/Institutions
Hasker,24.123729,83.834044,Armed Assault,Private Citizens & Property
Bongaigaon,26.500999,90.535236,Bombing,Business
Serapathar,26.194035,93.866905,Armed Assault,Private Citizens & Property
Jullundur,31.326015,75.576183,Bombing,Transportation
Sopore,34.286763,74.462401,Assassination,Government
Assam,26.200604,92.937574,Bombing,Transportation
Gulmarg,34.12889,74.410641,Bombing,Tourists
Assam,26.200604,92.937574,Bombing,Transportation
Gajanur,13.853376,75.540043,Kidnapping,Private Citizens & Property
Srinagar,34.125541,74.944258,Bombing,Private Citizens & Property
