eventid,iyear,imonth,iday,country_txt,city,attacktype1_txt,targtype1_txt,weaptype1_txt
199711010003,1997,11,1,India,Srinagar,Bombing/Explosion,Unknown,Explosives/Bombs/Dynamite
199711010004,1997,11,1,India,Srinagar,Assassination,Private Citizens & Property,Firearms
199711010005,1997,11,1,India,Srinagar,Assassination,Private Citizens & Property,Firearms
199711020001,1997,11,2,India,Ikou,Armed Assault,Military,Firearms
199711070007,1997,11,7,India,Raishyabari,Bombing/Explosion,Military,Explosives/Bombs/Dynamite
199711120001,1997,11,12,India,Bihar state,Armed Assault,Police,Incendiary
199711130001,1997,11,13,India,Bihar state,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
199711140001,1997,11,14,India,Bihar state,Unknown,Police,Unknown
199711170001,1997,11,17,India,Bihar State,Armed Assault,Police,Firearms
199711190007,1997,11,19,India,Hyderabad,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199711270001,1997,11,27,India,Bongaigaon,Armed Assault,Police,Firearms
199711280001,1997,11,28,India,Assam State,Bombing/Explosion,Utilities,Explosives/Bombs/Dynamite
199711280002,1997,11,28,India,Assam State,Bombing/Explosion,Utilities,Explosives/Bombs/Dynamite
199711280003,1997,11,28,India,Assam State,Bombing/Explosion,Utilities,Explosives/Bombs/Dynamite
199711290001,1997,11,29,India,Coimbatore,Armed Assault,Police,Melee
199711290002,1997,11,29,India,Pulwama,Armed Assault,Terrorists/Non-State Militia,Firearms
199711300001,1997,11,30,India,New Delhi,Bombing/Explosion,Unknown,Explosives/Bombs/Dynamite
199711300002,1997,11,30,India,New Delhi,Bombing/Explosion,Unknown,Explosives/Bombs/Dynamite
199711300003,1997,11,30,India,Coimbatore,Armed Assault,Business,Firearms
199711300004,1997,11,30,India,Coimbatore,Unknown,Government (General),Unknown
199712010001,1997,12,1,India,Bathe-Lakshmanpur V.,Armed Assault,Private Citizens & Property,Firearms
199712040001,1997,12,4,India,Srinagar,Bombing/Explosion,Military,Explosives/Bombs/Dynamite
199712040002,1997,12,4,India,Srinagar,Bombing/Explosion,Military,Explosives/Bombs/Dynamite
199712050001,1997,12,5,India,Srinagar,Bombing/Explosion,Military,Explosives/Bombs/Dynamite
199712050002,1997,12,5,India,Churchandpur,Armed Assault,Military,Firearms
199712060001,1997,12,6,India,Banihal,Unknown,Police,Unknown
199712060002,1997,12,6,India,Tichy/Thottipalayam/Thrissur,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199712060003,1997,12,6,India,Tichy/Thottipalayam/Thrissur,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199712060004,1997,12,6,India,Tichy/Thottipalayam/Thrissur,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199712080001,1997,12,8,India,Imphal,Bombing/Explosion,Unknown,Explosives/Bombs/Dynamite
199712180001,1997,12,18,India,Barpetta D.,Armed Assault,Business,Firearms
199712180002,1997,12,18,India,Manipur S.,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199712300001,1997,12,30,India,New Delhi,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199712300002,1997,12,30,India,Darrang D.,Unknown,Private Citizens & Property,Unknown
199801090002,1998,1,9,India,New Delhi,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199801250005,1998,1,25,India,Wandhama,Armed Assault,Private Citizens & Property,Melee
199802040001,1998,2,4,India,Assam,Armed Assault,Police,Firearms
199802140004,1998,2,14,India,Coimbatore,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
199802150005,1998,2,14,India,Coimbatore,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199802150006,1998,2,14,India,Coimbatore,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199802150007,1998,2,14,India,Coimbatore,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199802150008,1998,2,14,India,Coimbatore,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199802150009,1998,2,14,India,Coimbatore,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199802150010,1998,2,14,India,Coimbatore,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199802150011,1998,2,14,India,Coimbatore,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199802150012,1998,2,14,India,Coimbatore,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199802150013,1998,2,14,India,Coimbatore,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199802150014,1998,2,14,India,Coimbatore,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199802150015,1998,2,14,India,Coimbatore,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199802150016,1998,2,14,India,Coimbatore,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199802270001,1998,2,27,India,Mumbai,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199802270002,1998,2,27,India,Mumbai,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199802270003,1998,2,27,India,Virar,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199804180001,1998,4,18,India,Thub,Armed Assault,Private Citizens & Property,Firearms
199804220004,1998,4,22,India,Barankot,Armed Assault,Private Citizens & Property,Firearms
199805050002,1998,5,5,India,Surankot,Armed Assault,Private Citizens & Property,Firearms
199805050003,1998,5,5,India,Dhakikot,Armed Assault,Private Citizens & Property,Firearms
199806190001,1998,6,19,India,Chapnali,Armed Assault,Private Citizens & Property,Firearms
199807170002,1998,7,17,India,Kokrajhar District,Armed Assault,Police,Firearms
199807280004,1998,7,28,India,Channa,Armed Assault,Private Citizens & Property,Firearms
199807280005,1998,7,28,India,Swaram,Armed Assault,Private Citizens & Property,Firearms
199807290006,1998,7,29,India,Dhamdhama,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199807290007,1998,7,29,India,Mainaopuri,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199807290008,1998,7,29,India,Doimaguri,Armed Assault,Private Citizens & Property,Melee
199808020007,1998,8,2,India,Amarpur,Armed Assault,Private Citizens & Property,Firearms
199808030001,1998,8,3,India,Kalabanh,Armed Assault,Business,Firearms
199808030002,1998,8,3,India,Satrandi,Armed Assault,Private Citizens & Property,Firearms
199808030003,1998,8,3,India,Siala,Armed Assault,Private Citizens & Property,Firearms
199808040002,1998,8,4,India,Srinagar,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
199808040003,1998,8,4,India,Balmatkote,Armed Assault,Private Citizens & Property,Firearms
199808040004,1998,8,4,India,Unknown,Armed Assault,Private Citizens & Property,Firearms
199808090003,1998,8,9,India,Kuppuguda,Armed Assault,Police,Firearms
199808240003,1998,8,24,India,Guwahati,Bombing/Explosion,Military,Explosives/Bombs/Dynamite
199809250001,1998,9,25,India,Saraikhola,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199809250003,1998,9,25,India,Sringar,Bombing/Explosion,Military,Explosives/Bombs/Dynamite
199810060001,1998,10,6,India,Bangwani,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199810080001,1998,10,8,India,Chawmanu,Armed Assault,Violent Political Party,Firearms
199810080003,1998,10,8,India,Tripura,Armed Assault,Violent Political Party,Melee
199810080004,1998,10,8,India,Assam,Armed Assault,Private Citizens & Property,Firearms
199810080005,1998,10,8,India,Dantewada District,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
199810100001,1998,10,10,India,Tamahat,Armed Assault,Government (General),Firearms
199810100002,1998,10,10,India,Sonitpur,Armed Assault,Private Citizens & Property,Firearms
199810160005,1998,10,16,India,Genel,Armed Assault,Transportation,Firearms
199810170002,1998,10,17,India,Kokrajhar District,Armed Assault,Private Citizens & Property,Firearms
199810230002,1998,10,23,India,Safapura,Bombing/Explosion,Military,Explosives/Bombs/Dynamite
199811070002,1998,11,7,India,Patacharkuchi,Armed Assault,Police,Firearms
199811190001,1998,11,19,India,Srinagar,Bombing/Explosion,Religious Figures/Institutions,Explosives/Bombs/Dynamite
199811210002,1998,11,21,India,Anantnag,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
199811240002,1998,11,24,India,Sriguhphara,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
199811260001,1998,11,26,India,Tinsukia,Bombing/Explosion,Utilities,Explosives/Bombs/Dynamite
199811270001,1998,11,27,India,Moranhat,Armed Assault,Police,Firearms
199811270003,1998,11,27,India,Nalli,Bombing/Explosion,Utilities,Explosives/Bombs/Dynamite
199811270004,1998,11,27,India,Darrang District,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199812180001,1998,12,18,India,New Delhi,Bombing/Explosion,Government (General),Explosives/Bombs/Dynamite
199812200001,1998,12,20,India,Guwahati,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
199901040002,1999,1,4,India,Pattan,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
199901230001,1999,1,23,India,Manoharpur,Armed Assault,Private Citizens & Property,Incendiary
199901250001,1999,1,25,India,Allahabad,Unarmed Assault,Religious Figures/Institutions,Melee
199902110002,1999,2,11,India,Narayanpur,Armed Assault,Private Citizens & Property,Firearms
199902130001,1999,2,13,India,Thinkeu,Armed Assault,Military,Firearms
199903030001,1999,3,3,India,Bhimpura,Armed Assault,Private Citizens & Property,Firearms
199903030002,1999,3,3,India,Kurmol,Armed Assault,Military,Firearms
199903130001,1999,3,13,India,Haflong,Armed Assault,Police,Firearms
199903180006,1999,3,18,India,Sinari,Armed Assault,Private Citizens & Property,Firearms
199903240003,1999,3,24,India,Unknown,Armed Assault,Police,Firearms
199903270003,1999,3,27,India,Attamohanpara,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms
199904010004,1999,4,1,India,Tehsil Goal,Bombing/Explosion,Military,Firearms
199904200002,1999,4,20,India,Rajauri,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199905060003,1999,5,5,India,Dadsara-Tral,Assassination,Government (General),Firearms
199905100003,1999,5,10,India,Lasana,Armed Assault,Police,Firearms
199905110001,1999,5,11,India,Hathikulai,Armed Assault,Police,Firearms
199905120002,1999,5,12,India,Kargil District,Armed Assault,Military,Firearms
199905150001,1999,5,15,India,Kupwara District,Assassination,Government (General),Firearms
199905240001,1999,5,24,India,Velpur,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
199905300004,1999,5,30,India,Chennai,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
199905300005,1999,5,30,India,Chennai,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
199905300006,1999,5,30,India,Tiruchi,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
199905300007,1999,5,30,India,Coimbatore,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
199906030004,1999,6,3,India,Delhi,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
199906090005,1999,6,9,India,Kangan,Bombing/Explosion,Military,Explosives/Bombs/Dynamite
199906120003,1999,6,12,India,Kupwara District,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
199906120005,1999,6,12,India,Srinagar,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199906220008,1999,6,22,India,New Jalpaiguri,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199906260001,1999,6,26,India,Rajouri District,Bombing/Explosion,Military,Explosives/Bombs/Dynamite
199906280004,1999,6,28,India,Dholabari,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
199906280005,1999,6,28,India,Morabachai,Unknown,Private Citizens & Property,Unknown
199906290004,1999,6,29,India,Sangam,Armed Assault,Private Citizens & Property,Firearms
199906300001,1999,6,30,India,Chandigarh,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199907060001,1999,7,6,India,Surankot,Armed Assault,Private Citizens & Property,Firearms
199907070001,1999,7,7,India,Anantnag,Armed Assault,Private Citizens & Property,Firearms
199907080001,1999,7,8,India,Poonch District,Armed Assault,Private Citizens & Property,Firearms
199907130001,1999,7,13,India,Madar,Hostage Taking (Kidnapping),Military,Explosives/Bombs/Dynamite
199907130003,1999,7,13,India,Bandipora,Armed Assault,Military,Firearms
199907180001,1999,7,18,India,Badgam,Armed Assault,Police,Explosives/Bombs/Dynamite
199907190001,1999,7,19,India,Lehota,Armed Assault,Police,Firearms
199907190002,1999,7,19,India,Mandi,Armed Assault,Government (General),Firearms
199907210001,1999,7,21,India,Baramulla,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199907210002,1999,7,21,India,Dadbugh,Bombing/Explosion,Military,Explosives/Bombs/Dynamite
199907220004,1999,7,22,India,Guwahati,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199907220005,1999,7,22,India,Guwahati,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199907240001,1999,7,24,India,Anantnag,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
199907270002,1999,7,27,India,Karbi Anglong District,Armed Assault,Military,Firearms
199907290008,1999,7,29,India,Humahama,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
199908020004,1999,8,2,India,Kerala,Unarmed Assault,Religious Figures/Institutions,Chemical
199908030001,1999,8,3,India,Guwahati,Hostage Taking (Kidnapping),Business,Firearms
199908040007,1999,8,4,India,Guwahati,Hostage Taking (Kidnapping),Business,Firearms
199908050006,1999,8,5,India,Kotkapura,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms
199908060002,1999,8,6,India,Check-Natnusa,Armed Assault,Military,Explosives/Bombs/Dynamite
199908060004,1999,8,6,India,Kanchanchara,Hostage Taking (Kidnapping),NGO,Unknown
199908070003,1999,8,7,India,Kupwara,Armed Assault,Military,Firearms
199908070004,1999,8,7,India,Bijni,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199908070006,1999,8,7,India,Bijni,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199908080001,1999,8,8,India,Trehgam,Bombing/Explosion,Military,Explosives/Bombs/Dynamite
199908090005,1999,8,9,India,Salakati,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199908110002,1999,8,11,India,Sonitpur District,Bombing/Explosion,Military,Explosives/Bombs/Dynamite
199908140004,1999,8,14,India,Manasbal,Bombing/Explosion,Military,Explosives/Bombs/Dynamite
199908140005,1999,8,14,India,Valgam,Bombing/Explosion,Military,Explosives/Bombs/Dynamite
199908140006,1999,8,14,India,Magam,Bombing/Explosion,Military,Explosives/Bombs/Dynamite
199908140007,1999,8,14,India,Rajpora,Bombing/Explosion,Military,Explosives/Bombs/Dynamite
199908140008,1999,8,14,India,Devar-Lolab,Bombing/Explosion,Military,Explosives/Bombs/Dynamite
199908150001,1999,8,15,India,Chenani,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
199908150002,1999,8,15,India,Chenani,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
199908200001,1999,8,20,India,Cachar District,Hostage Taking (Kidnapping),Business,Firearms
199908200002,1999,8,20,India,Nalbari District,Hostage Taking (Kidnapping),Business,Firearms
199909060004,1999,9,6,India,Manu,Hostage Taking (Kidnapping),Government (General),Firearms
199909090001,1999,9,9,India,Doda,Bombing/Explosion,Violent Political Party,Explosives/Bombs/Dynamite
199909150001,1999,9,15,India,Tangmang,Bombing/Explosion,Military,Explosives/Bombs/Dynamite
199909160006,1999,9,16,India,Laudara,Bombing/Explosion,Military,Explosives/Bombs/Dynamite
199909250002,1999,9,25,India,Deepkarhar,Bombing/Explosion,Government (General),Explosives/Bombs/Dynamite
199909250003,1999,9,25,India,Sursand District,Armed Assault,Violent Political Party,Firearms
199909260005,1999,9,26,India,Pastoon,Bombing/Explosion,Government (General),Explosives/Bombs/Dynamite
199909260006,1999,9,26,India,Unknown,Armed Assault,Military,Firearms
199909290001,1999,9,29,India,Srinagar,Armed Assault,Government (General),Explosives/Bombs/Dynamite
199910020004,1999,10,2,India,Assam,Bombing/Explosion,Military,Explosives/Bombs/Dynamite
199910020005,1999,10,2,India,Calcutta,Bombing/Explosion,Government (General),Explosives/Bombs/Dynamite
199910020006,1999,10,2,India,Tinsukia District,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
199910020007,1999,10,2,India,Kachugaon,Facility/Infrastructure Attack,Government (General),Unknown
199910020008,1999,10,2,India,Henglep,Unknown,Military,Unknown
199910020016,1999,10,2,India,Nagaon District,Assassination,Government (General),Firearms
199910020017,1999,10,2,India,Kathalguri,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
199910020018,1999,10,2,India,Tinsukia District,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
199910030001,1999,10,3,India,Barpeta District,Armed Assault,Government (General),Firearms
199910030002,1999,10,3,India,Dhalai District,Armed Assault,Military,Firearms
199910030004,1999,10,3,India,Unknown,Armed Assault,Government (General),Firearms
199910070001,1999,10,7,India,Srinagar,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199910230002,1999,10,23,India,Jammu,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199911030004,1999,11,3,India,Srinagar,Armed Assault,Military,Firearms
199911110001,1999,11,11,India,Kandrori,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199911130003,1999,11,13,India,Kandrori,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199911140003,1999,11,14,India,Panchavati,Armed Assault,Private Citizens & Property,Firearms
199911180001,1999,11,18,India,Loto,Armed Assault,Terrorists/Non-State Militia,Melee
199911220002,1999,11,22,India,Bangdar,Armed Assault,Police,Firearms
199911230002,1999,11,23,India,Srinagar,Bombing/Explosion,Government (General),Explosives/Bombs/Dynamite
199911250005,1999,11,25,India,Nehalpora Pattan,Bombing/Explosion,Military,Explosives/Bombs/Dynamite
199911270003,1999,11,27,India,Srinagar,Bombing/Explosion,Military,Explosives/Bombs/Dynamite
199911280005,1999,11,27,India,Bandipora,Armed Assault,Government (General),Firearms
199911290005,1999,11,29,India,Phepima,Assassination,Government (General),Firearms
199912060003,1999,12,6,India,Krishnanagar,Armed Assault,Private Citizens & Property,Firearms
199912080002,1999,12,8,India,Siripur,Armed Assault,Private Citizens & Property,Firearms
199912120002,1999,12,12,India,Rajampet,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199912150001,1999,12,15,India,Patan,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
199912150002,1999,12,15,India,Dungiwatcha,Bombing/Explosion,Military,Explosives/Bombs/Dynamite
199912160001,1999,12,16,India,Kamarapally,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199912200001,1999,12,20,India,Nizamabad District,Bombing/Explosion,Government (General),Explosives/Bombs/Dynamite
199912220001,1999,12,22,India,Anantnag,Bombing/Explosion,Government (General),Explosives/Bombs/Dynamite
199912280002,1999,12,28,India,Jammu,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199912290001,1999,12,29,India,Srinagar,Armed Assault,Police,Explosives/Bombs/Dynamite
