eventid,iyear,imonth,iday,provstate,city,attacktype1,attacktype1_txt,targtype1,targtype1_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,weaptype1,weaptype1_txt
2.01E+11,2009,4,26,Bihar,Samastipur,1,Assassination,2,Government (General),Unknown,,,,,,5,Firearms
2.01E+11,2009,4,26,Bihar,Gaya,3,Bombing/Explosion,2,Government (General),Communist Party of India - Maoist (CPI-Maoist),,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,4,27,Orissa,Malkangiri,9,Unknown,14,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),,,,,,13,Unknown
2.01E+11,2009,4,27,Assam,Goalpara,2,Armed Assault,14,Private Citizens & Property,United Liberation Front of Assam (ULFA),,,,,,5,Firearms
2.01E+11,2009,4,29,Assam,North Cachar Hills,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.01E+11,2009,4,29,Assam,North Cachar Hills,9,Unknown,3,Police,Unknown,,,,,,13,Unknown
2.01E+11,2009,4,29,Chhattisgarh,Bijapur,3,Bombing/Explosion,21,Utilities,Communist Party of India - Maoist (CPI-Maoist),,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,4,29,Assam,Kokrajhar,1,Assassination,3,Police,National Democratic Front of Bodoland (NDFB),,,,,,5,Firearms
2.01E+11,2009,4,30,West Bengal,Puruliya,3,Bombing/Explosion,2,Government (General),Communist Party of India - Maoist (CPI-Maoist),,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,5,2,Assam,Nagaon,3,Bombing/Explosion,1,Business,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,5,2,Chhattisgarh,Dantewada,3,Bombing/Explosion,3,Police,Communist Party of India - Maoist (CPI-Maoist),,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,5,3,West Bengal,Midnapore,7,Facility/Infrastructure Attack,2,Government (General),Communist Party of India - Maoist (CPI-Maoist),,,,,,13,Unknown
2.01E+11,2009,5,4,Assam,Sonapur,6,Hostage Taking (Kidnapping),1,Business,Unknown,,,,,,13,Unknown
2.01E+11,2009,5,4,Jammu and Kashmir,Srinagar,2,Armed Assault,2,Government (General),Unknown,,,,,,5,Firearms
2.01E+11,2009,5,5,Bihar,Aurangabad,3,Bombing/Explosion,2,Government (General),Communist Party of India - Maoist (CPI-Maoist),,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,5,5,Manipur,Imphal,3,Bombing/Explosion,3,Police,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,5,5,Orissa,Malkangiri,2,Armed Assault,2,Government (General),Communist Party of India - Maoist (CPI-Maoist),,,,,,5,Firearms
2.01E+11,2009,5,5,Chhattisgarh,Raj Nandgaon,2,Armed Assault,2,Government (General),Communist Party of India - Maoist (CPI-Maoist),,,,,,5,Firearms
2.01E+11,2009,5,5,Assam,Karbi Anglong,9,Unknown,3,Police,Karbi Longri North Cachar Liberation Front (KLNLF),,,,,,13,Unknown
2.01E+11,2009,5,6,Chhattisgarh,Bastar,9,Unknown,3,Police,Communist Party of India - Maoist (CPI-Maoist),,,,,,13,Unknown
2.01E+11,2009,5,6,Chhattisgarh,Dantewada,3,Bombing/Explosion,3,Police,Communist Party of India - Maoist (CPI-Maoist),,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,5,7,Chhattisgarh,Narayanpur,2,Armed Assault,3,Police,Communist Party of India - Maoist (CPI-Maoist),,,,,,9,Melee
2.01E+11,2009,5,7,Orissa,Malkangiri,2,Armed Assault,3,Police,Communist Party of India - Maoist (CPI-Maoist),,,,,,5,Firearms
2.01E+11,2009,5,7,West Bengal,Asansol,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.01E+11,2009,5,7,Jammu and Kashmir,Srinagar,7,Facility/Infrastructure Attack,2,Government (General),Unknown,,,,,,8,Incendiary
2.01E+11,2009,5,8,West Bengal,Howrah,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,5,8,Assam,North Cachar Hills,7,Facility/Infrastructure Attack,14,Private Citizens & Property,Citizen's Rights Protection Volunteers,,,,,,8,Incendiary
2.01E+11,2009,5,8,Manipur,Imphal,3,Bombing/Explosion,2,Government (General),Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,5,8,West Bengal,Asansol,3,Bombing/Explosion,2,Government (General),Communist Party of India - Maoist (CPI-Maoist),,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,5,9,Assam,North Cachar Hills,7,Facility/Infrastructure Attack,14,Private Citizens & Property,Citizen's Rights Protection Volunteers,,,,,,8,Incendiary
2.01E+11,2009,5,11,Chhattisgarh,Dhamtari,3,Bombing/Explosion,3,Police,Communist Party of India - Maoist (CPI-Maoist),,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,5,11,Assam,Muktapur,2,Armed Assault,3,Police,United Liberation Front of Assam (ULFA),,,,,,5,Firearms
2.01E+11,2009,5,11,Assam,North Cachar Hills,7,Facility/Infrastructure Attack,14,Private Citizens & Property,Unknown,,,,,,8,Incendiary
2.01E+11,2009,5,11,Chhattisgarh,Dhamtari,2,Armed Assault,3,Police,Communist Party of India - Maoist (CPI-Maoist),,,,,,5,Firearms
2.01E+11,2009,5,11,Chhattisgarh,Dhamtari,3,Bombing/Explosion,3,Police,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,5,11,North Cachar Hills,Mupa,7,Facility/Infrastructure Attack,19,Transportation,Unknown,,,,,,11,Sabotage Equipment
2.01E+11,2009,5,12,Jharkhand,Hazaribag,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Jharkhand Prastuti Committee (JPC),Communist Party of India - Maoist (CPI-Maoist),Tritiya Prastuti Committee (TPC),,,13,Unknown
2.01E+11,2009,5,13,Tamil Nadu,Cuddalore,2,Armed Assault,2,Government (General),Unknown,,,,,,5,Firearms
2.01E+11,2009,5,13,Tamil Nadu,Dindigul,2,Armed Assault,22,Violent Political Party,All India Anna Dravida Munetra Kazgan Party,,,,,,9,Melee
2.01E+11,2009,5,13,Tamil Nadu,,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.01E+11,2009,5,13,West Bengal,Barasat,9,Unknown,14,Private Citizens & Property,Unknown,,,,,,13,Unknown
2.01E+11,2009,5,13,Madlhya Pradesh,Ashoknagar,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.01E+11,2009,5,13,Manipur,Imphal,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,5,13,Assam,North Cachar Hills,2,Armed Assault,4,Military,Black Widows,,,,,,5,Firearms
2.01E+11,2009,5,15,Chhattisgarh,Dantewara,2,Armed Assault,3,Police,Communist Party of India - Maoist (CPI-Maoist),,,,,,5,Firearms
2.01E+11,2009,5,15,Jammu and Kashmir,Gandarbal,9,Unknown,14,Private Citizens & Property,Hizbul Mujahideen (HM),,,,,,5,Firearms
2.01E+11,2009,5,16,Jammu and Kashmir,Kupwara,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,,,13,Unknown
2.01E+11,2009,5,16,Jammu and Kashmir,Kupwara,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.01E+11,2009,5,16,Manipur,Imphal,3,Bombing/Explosion,8,Educational Institution,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,5,16,West Bengal,Bardhaman,3,Bombing/Explosion,2,Government (General),Communist Party of India - Maoist (CPI-Maoist),,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,5,17,West Bengal,Howrah,8,Unarmed Assault,22,Violent Political Party,Unknown,,,,,,9,Melee
2.01E+11,2009,5,17,West Bengal,Howrah,7,Facility/Infrastructure Attack,14,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),,,,,,8,Incendiary
2.01E+11,2009,5,18,Andhra pradesh,Vishakhapatnam,2,Armed Assault,2,Government (General),Communist Party of India - Maoist (CPI-Maoist),,,,,,5,Firearms
2.01E+11,2009,5,18,Andhra pradesh,Hyderabad,2,Armed Assault,3,Police,Tehrik-e-Galba Islam,,,,,,5,Firearms
2.01E+11,2009,5,19,Assam,Karbi Anglong,2,Armed Assault,14,Private Citizens & Property,National Democratic Front of Bodoland (NDFB),,,,,,5,Firearms
2.01E+11,2009,5,19,Assam,North Cachar Hills,2,Armed Assault,19,Transportation,Dima Halao Daoga (DHD),,,,,,5,Firearms
2.01E+11,2009,5,19,Assam,North Cachar Hills,7,Facility/Infrastructure Attack,14,Private Citizens & Property,Unknown,,,,,,8,Incendiary
2.01E+11,2009,5,19,Bihar,Gaya,3,Bombing/Explosion,2,Government (General),Communist Party of India - Maoist (CPI-Maoist),,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,5,20,Tamil Nadu,Erode,7,Facility/Infrastructure Attack,19,Transportation,Unknown,,,,,,8,Incendiary
2.01E+11,2009,5,21,Kerala,Kannur,3,Bombing/Explosion,22,Violent Political Party,Communist Party of India- Marxist-Leninist,,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,5,21,Tripura,Kanchanpur,2,Armed Assault,4,Military,Unknown,,,,,,5,Firearms
2.01E+11,2009,5,21,,,3,Bombing/Explosion,22,Violent Political Party,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,5,21,Maharashtra,Gadchiroli,2,Armed Assault,3,Police,Communist Party of India - Maoist (CPI-Maoist),,,,,,5,Firearms
2.01E+11,2009,5,22,Assam,North Cachar Hills,2,Armed Assault,1,Business,Dima Halao Daoga (DHD),,,,,,5,Firearms
2.01E+11,2009,5,23,Jharkhand,Chatra,3,Bombing/Explosion,8,Educational Institution,Communist Party of India - Maoist (CPI-Maoist),,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,5,23,Nagaland,Dimapur,6,Hostage Taking (Kidnapping),17,Terrorists/Non-State Militia,Unknown,,,,,,5,Firearms
2.01E+11,2009,5,24,Manipur,Imphal,3,Bombing/Explosion,2,Government (General),Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,5,28,Assam,North Cachar Hills,7,Facility/Infrastructure Attack,8,Educational Institution,Unknown,,,,,,8,Incendiary
2.01E+11,2009,5,28,Assam,North Cachar Hills,7,Facility/Infrastructure Attack,19,Transportation,Unknown,,,,,,11,Sabotage Equipment
2.01E+11,2009,5,28,North Cachar Hills,Haflong,7,Facility/Infrastructure Attack,14,Private Citizens & Property,Unknown,,,,,,8,Incendiary
2.01E+11,2009,5,28,Assam,North Cachar Hills,7,Facility/Infrastructure Attack,14,Private Citizens & Property,Unknown,,,,,,8,Incendiary
2.01E+11,2009,5,29,Assam,North Cachar Hills,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,,,8,Incendiary
2.01E+11,2009,5,29,Assam,Badarpur,7,Facility/Infrastructure Attack,19,Transportation,Unknown,,,,,,11,Sabotage Equipment
2.01E+11,2009,5,29,Orissa,Malkangiri,2,Armed Assault,1,Business,Communist Party of India - Maoist (CPI-Maoist),,,,,,5,Firearms
2.01E+11,2009,5,29,Orissa,Malkangiri,2,Armed Assault,1,Business,Communist Party of India - Maoist (CPI-Maoist),,,,,,5,Firearms
2.01E+11,2009,5,29,Orissa,Chandipur,7,Facility/Infrastructure Attack,1,Business,Communist Party of India - Maoist (CPI-Maoist),,,,,,8,Incendiary
2.01E+11,2009,5,30,Orissa,Malkangiri,3,Bombing/Explosion,3,Police,Communist Party of India - Maoist (CPI-Maoist),,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,5,30,Orissa,Malkangiri,3,Bombing/Explosion,16,Telecommunication,Communist Party of India - Maoist (CPI-Maoist),,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,5,31,Manipur,Thoubal,2,Armed Assault,17,Terrorists/Non-State Militia,United Liberation Front of Assam (ULFA),,,,,,5,Firearms
2.01E+11,2009,5,31,Orissa,Malkangiri,3,Bombing/Explosion,1,Business,Communist Party of India - Maoist (CPI-Maoist),,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,6,1,Gujarat,Anand,3,Bombing/Explosion,19,Transportation,Students Islamic Movement of India (SIMI),,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,6,1,Assam,North Cachar Hills,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.01E+11,2009,6,3,Assam,Kokrajhar,2,Armed Assault,17,Terrorists/Non-State Militia,Unknown,,,,,,5,Firearms
2.01E+11,2009,6,3,North Cachar Hills,Haflong,7,Facility/Infrastructure Attack,14,Private Citizens & Property,Dima Halao Daoga (DHD),Jewel,,,,,8,Incendiary
2.01E+11,2009,6,3,North Cachar Hills,Haflong,7,Facility/Infrastructure Attack,14,Private Citizens & Property,Black Widows,,,,,,8,Incendiary
2.01E+11,2009,6,3,West Bengal,Bankura,2,Armed Assault,3,Police,Communist Party of India - Maoist (CPI-Maoist),,,,,,5,Firearms
2.01E+11,2009,6,3,Orissa,Malkangiri,7,Facility/Infrastructure Attack,1,Business,Communist Party of India - Maoist (CPI-Maoist),,,,,,8,Incendiary
2.01E+11,2009,6,3,Andhra pradesh,Vishakhapatnam,7,Facility/Infrastructure Attack,1,Business,Communist Party of India - Maoist (CPI-Maoist),,,,,,8,Incendiary
2.01E+11,2009,6,4,West Bengal,Gokulnagar,7,Facility/Infrastructure Attack,14,Private Citizens & Property,Unknown,,,,,,8,Incendiary
2.01E+11,2009,6,4,West Bengal,Birbhum,9,Unknown,14,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),,,,,,13,Unknown
2.01E+11,2009,6,4,West Bengal,Gokulnagar,1,Assassination,2,Government (General),Communist Party of India - Maoist (CPI-Maoist),,,,,,5,Firearms
2.01E+11,2009,6,5,Orissa,Keonjhar,9,Unknown,14,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),,,,,,13,Unknown
2.01E+11,2009,6,5,West Bengal,Gokulnagar,9,Unknown,14,Private Citizens & Property,Unknown,,,,,,13,Unknown
2.01E+11,2009,6,5,Jammu and Kashmir,Pulwama,2,Armed Assault,2,Government (General),Unknown,,,,,,5,Firearms
2.01E+11,2009,6,7,Orissa,Koraput,3,Bombing/Explosion,3,Police,Communist Party of India - Maoist (CPI-Maoist),,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,6,7,Orissa,Koraput,3,Bombing/Explosion,3,Police,Communist Party of India - Maoist (CPI-Maoist),,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,6,7,Orissa,Koraput,3,Bombing/Explosion,3,Police,Communist Party of India - Maoist (CPI-Maoist),,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,6,7,Chhattisgarh,Kanker,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),,,,,,9,Melee
2.01E+11,2009,6,8,Assam,Chirang,2,Armed Assault,2,Government (General),Bodo People’s Front (BPF),,,,,,5,Firearms
2.01E+11,2009,6,8,Assam,Guwahati,7,Facility/Infrastructure Attack,14,Private Citizens & Property,Unknown,,,,,,8,Incendiary
2.01E+11,2009,6,8,Kerala,,7,Facility/Infrastructure Attack,8,Educational Institution,Unknown,,,,,,11,Sabotage Equipment
2.01E+11,2009,6,8,Chhattisgarh,Bijapur,2,Armed Assault,3,Police,Communist Party of India - Maoist (CPI-Maoist),,,,,,5,Firearms
2.01E+11,2009,6,8,Chhattisgarh,Narayanpur,2,Armed Assault,3,Police,Communist Party of India - Maoist (CPI-Maoist),,,,,,5,Firearms
2.01E+11,2009,6,8,Assam,North Cachar Hills,7,Facility/Infrastructure Attack,14,Private Citizens & Property,Unknown,,,,,,8,Incendiary
2.01E+11,2009,6,8,Assam,North Cachar Hills,7,Facility/Infrastructure Attack,14,Private Citizens & Property,Unknown,,,,,,8,Incendiary
2.01E+11,2009,6,9,Chhattisgarh,Bijapur,3,Bombing/Explosion,3,Police,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,6,10,Chhattisgarh,Bijapur,2,Armed Assault,3,Police,Communist Party of India - Maoist (CPI-Maoist),,,,,,5,Firearms
2.01E+11,2009,6,10,Jharkhand,West Singhbhum,2,Armed Assault,3,Police,Communist Party of India - Maoist (CPI-Maoist),,,,,,5,Firearms
2.01E+11,2009,6,12,Tamil Nadu,,7,Facility/Infrastructure Attack,19,Transportation,Unknown,,,,,,8,Incendiary
2.01E+11,2009,6,12,Jharkhand,Bokaro,2,Armed Assault,1,Business,Communist Party of India - Maoist (CPI-Maoist),,,,,,5,Firearms
2.01E+11,2009,6,12,Manipur,Imphal,7,Facility/Infrastructure Attack,3,Police,Unknown,,,,,,8,Incendiary
2.01E+11,2009,6,13,Kerala,Kannur,2,Armed Assault,22,Violent Political Party,Rashtriya Swayamsevak Sangh,,,,,,9,Melee
2.01E+11,2009,6,13,Orissa,,3,Bombing/Explosion,19,Transportation,Communist Party of India - Maoist (CPI-Maoist),,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,6,13,Jharkhand,Khunti,3,Bombing/Explosion,3,Police,Communist Party of India - Maoist (CPI-Maoist),,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,6,14,Assam,Kokrajhar,9,Unknown,17,Terrorists/Non-State Militia,Unknown,,,,,,13,Unknown
2.01E+11,2009,6,14,West Bengal,,9,Unknown,17,Terrorists/Non-State Militia,Communist Party of India - Maoist (CPI-Maoist),People's Committee against Police Atrocities (PCPA),,,,,13,Unknown
2.01E+11,2009,6,14,Orissa,Mayurbhanj,2,Armed Assault,22,Violent Political Party,Communist Party of India - Maoist (CPI-Maoist),,,,,,5,Firearms
2.01E+11,2009,6,14,Orissa,Sambalpur,2,Armed Assault,3,Police,Communist Party of India - Maoist (CPI-Maoist),,,,,,5,Firearms
2.01E+11,2009,6,15,Orissa,Sambalpur,2,Armed Assault,3,Police,Communist Party of India - Maoist (CPI-Maoist),,,,,,5,Firearms
2.01E+11,2009,6,15,West Bengal,Midnapore,2,Armed Assault,14,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),,,,,,5,Firearms
2.01E+11,2009,6,15,West Bengal,Lalgarh,7,Facility/Infrastructure Attack,3,Police,Communist Party of India - Maoist (CPI-Maoist),,,,,,8,Incendiary
2.01E+11,2009,6,15,West Bengal,Lalgarh,7,Facility/Infrastructure Attack,3,Police,Communist Party of India - Maoist (CPI-Maoist),,,,,,8,Incendiary
2.01E+11,2009,6,15,Jharkhand,Bokaro,3,Bombing/Explosion,3,Police,Communist Party of India - Maoist (CPI-Maoist),,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,6,15,Bihar,Gaya,3,Bombing/Explosion,8,Educational Institution,Communist Party of India - Maoist (CPI-Maoist),,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,6,15,Bihar,Gaya,3,Bombing/Explosion,2,Government (General),Communist Party of India - Maoist (CPI-Maoist),,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,6,15,Bihar,Gaya,3,Bombing/Explosion,2,Government (General),Communist Party of India - Maoist (CPI-Maoist),,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,6,15,West Bengal,Midnapore,7,Facility/Infrastructure Attack,3,Police,People's Committee against Police Atrocities (PCPA),,,,,,8,Incendiary
2.01E+11,2009,6,15,West Bengal,Midnapore,7,Facility/Infrastructure Attack,3,Police,People's Committee against Police Atrocities (PCPA),,,,,,8,Incendiary
2.01E+11,2009,6,15,West Bengal,Midnapore,7,Facility/Infrastructure Attack,3,Police,People's Committee against Police Atrocities (PCPA),,,,,,8,Incendiary
2.01E+11,2009,6,15,West Bengal,Midnapore,7,Facility/Infrastructure Attack,2,Government (General),People's Committee against Police Atrocities (PCPA),,,,,,8,Incendiary
2.01E+11,2009,6,16,Assam,North Cachar Hills,2,Armed Assault,14,Private Citizens & Property,Black Widows,,,,,,5,Firearms
2.01E+11,2009,6,16,Jharkhand,Palamau,2,Armed Assault,3,Police,Communist Party of India - Maoist (CPI-Maoist),,,,,,5,Firearms
2.01E+11,2009,6,16,Nagaland,,7,Facility/Infrastructure Attack,14,Private Citizens & Property,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),,,,,,8,Incendiary
2.01E+11,2009,6,16,West Bengal,,2,Armed Assault,2,Government (General),Unknown,,,,,,5,Firearms
2.01E+11,2009,6,17,West Bengal,Lalgarh,2,Armed Assault,2,Government (General),Communist Party of India - Maoist (CPI-Maoist),,,,,,5,Firearms
2.01E+11,2009,6,17,Assam,Dhubri,2,Armed Assault,14,Private Citizens & Property,United Liberation Front of Assam (ULFA),,,,,,5,Firearms
2.01E+11,2009,6,17,Assam,Guwahati,2,Armed Assault,14,Private Citizens & Property,Black Widows,,,,,,5,Firearms
2.01E+11,2009,6,17,West Bengal,Lalgarh,7,Facility/Infrastructure Attack,3,Police,Communist Party of India - Maoist (CPI-Maoist),,,,,,8,Incendiary
2.01E+11,2009,6,17,West Bengal,Lalgarh,7,Facility/Infrastructure Attack,2,Government (General),Communist Party of India - Maoist (CPI-Maoist),,,,,,8,Incendiary
2.01E+11,2009,6,17,West Bengal,Lalgarh,2,Armed Assault,2,Government (General),Communist Party of India - Maoist (CPI-Maoist),,,,,,5,Firearms
2.01E+11,2009,6,18,West Bengal,Midnapore,2,Armed Assault,2,Government (General),Communist Party of India - Maoist (CPI-Maoist),,,,,,9,Melee
2.01E+11,2009,6,18,Orissa,Koraput,3,Bombing/Explosion,3,Police,Communist Party of India- Marxist-Leninist,,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,6,19,Jammu and Kashmir,Srinagar,3,Bombing/Explosion,14,Private Citizens & Property,Hizbul Mujahideen (HM),,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,6,19,West Bengal,Lalgarh,3,Bombing/Explosion,3,Police,Communist Party of India - Maoist (CPI-Maoist),,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,6,19,Jammu and Kashmir,Srinagar,3,Bombing/Explosion,18,Tourists,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,6,19,Chhattisgarh,Bastar,2,Armed Assault,14,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),,,,,,5,Firearms
2.01E+11,2009,6,20,Chhattisgarh,Dantewada,3,Bombing/Explosion,3,Police,Communist Party of India - Maoist (CPI-Maoist),,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,6,20,Manipur,,9,Unknown,17,Terrorists/Non-State Militia,Unknown,,,,,,13,Unknown
2.01E+11,2009,6,20,Orissa,Malkangiri,4,Hijacking,19,Transportation,Communist Party of India - Maoist (CPI-Maoist),,,,,,13,Unknown
2.01E+11,2009,6,20,Orissa,Kandhamal,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),,,,,,13,Unknown
2.01E+11,2009,6,20,Chhattisgarh,Bijapur,6,Hostage Taking (Kidnapping),2,Government (General),Communist Party of India - Maoist (CPI-Maoist),,,,,,5,Firearms
2.01E+11,2009,6,22,West Bengal,Puruliya,7,Facility/Infrastructure Attack,14,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),,,,,,8,Incendiary
2.01E+11,2009,6,23,Jharkhand,Khunti,2,Armed Assault,14,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),,,,,,8,Incendiary
2.01E+11,2009,6,23,Orissa,,2,Armed Assault,2,Government (General),Communist Party of India - Maoist (CPI-Maoist),,,,,,13,Unknown
2.01E+11,2009,6,23,Orissa,,2,Armed Assault,2,Government (General),Communist Party of India - Maoist (CPI-Maoist),,,,,,13,Unknown
2.01E+11,2009,6,23,Orissa,,4,Hijacking,14,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),,,,,,13,Unknown
2.01E+11,2009,6,23,Jharkhand,Palamau,3,Bombing/Explosion,2,Government (General),Communist Party of India - Maoist (CPI-Maoist),,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,6,23,Bihar,Aurangabad,3,Bombing/Explosion,14,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,6,23,Bihar,Gaya,3,Bombing/Explosion,16,Telecommunication,Communist Party of India - Maoist (CPI-Maoist),,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,6,23,Bihar,Lakhisarai,3,Bombing/Explosion,3,Police,Communist Party of India - Maoist (CPI-Maoist),,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,6,25,Orissa,Koraput,3,Bombing/Explosion,16,Telecommunication,Communist Party of India - Maoist (CPI-Maoist),,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,6,26,Assam,North Cachar Hills,7,Facility/Infrastructure Attack,14,Private Citizens & Property,Naga People,,,,,,8,Incendiary
2.01E+11,2009,6,27,Orissa,Malkangiri,3,Bombing/Explosion,3,Police,Communist Party of India - Maoist (CPI-Maoist),,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,6,28,Assam,Haflong,7,Facility/Infrastructure Attack,14,Private Citizens & Property,Unknown,,,,,,8,Incendiary
2.01E+11,2009,7,2,West Bengal,Midnapore,3,Bombing/Explosion,3,Police,Communist Party of India - Maoist (CPI-Maoist),,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,7,3,Assam,Sonitpor,9,Unknown,14,Private Citizens & Property,National Democratic Front of Bodoland (NDFB),,,,,,13,Unknown
2.01E+11,2009,7,3,Jammu and Kashmir,Kishtwar,2,Armed Assault,14,Private Citizens & Property,Hizbul Mujahideen (HM),,,,,,5,Firearms
2.01E+11,2009,7,4,Assam,North Cachar Hills,7,Facility/Infrastructure Attack,14,Private Citizens & Property,Unknown,,,,,,8,Incendiary
2.01E+11,2009,7,4,Punjab,Amritsar,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,7,4,Punjab,Amritsar,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,7,6,Orissa,Koraput,2,Armed Assault,14,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),,,,,,9,Melee
2.01E+11,2009,7,7,Jharkhand,Latehar,2,Armed Assault,3,Police,Communist Party of India - Maoist (CPI-Maoist),,,,,,5,Firearms
2.01E+11,2009,7,8,Jammu and Kashmir,Kulgam,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.01E+11,2009,7,8,Manipur,Imphal,2,Armed Assault,2,Government (General),Unknown,,,,,,5,Firearms
2.01E+11,2009,7,8,Manipur,Imphal,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.01E+11,2009,7,9,Assam,Karbi Anglong,2,Armed Assault,17,Terrorists/Non-State Militia,National Democratic Front of Bodoland (NDFB),,,,,,5,Firearms
2.01E+11,2009,7,9,Chhattisgarh,Bijapur,2,Armed Assault,3,Police,Communist Party of India - Maoist (CPI-Maoist),,,,,,9,Melee
2.01E+11,2009,7,10,Bihar,Bhojpur,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2009,7,10,Kerala,Ernakulam,3,Bombing/Explosion,2,Government (General),Unknown,,,,,,6,Explosives/Bombs/Dynamite
