source,target,weight
Bishnah,Religious Figures/Institutions,1
"Bishnah, J+K",Utilities,1
Bishnapur,Private Citizens & Property,1
Bishnapur,Transportation,1
Bombay,Airports & Aircraft,1
Bombay,Business,4
Bombay,Government (Diplomatic),2
Bombay,Government (General),5
Bombay,Police,3
Bombay,Private Citizens & Property,3
Bombay,Religious Figures/Institutions,1
Bombay,Transportation,4
Bombay,Violent Political Party,1
Bongaigaon,Police,1
Brahmawal Tandi,Private Citizens & Property,1
Buchwind Village,Police,1
Butta,Police,1
Cachar District,Business,1
Calcutta,Airports & Aircraft,1
Calcutta,Government (General),2
Calcutta,Police,2
Calcutta,Religious Figures/Institutions,1
Calcutta,Transportation,1
Chabal Village,Police,1
Chaheru,Police,1
Chakakujra,Police,1
Chamanu,Police,1
Chandigargh,Police,1
Chandigargh,Transportation,1
Chandigarh,Business,2
Chandigarh,Government (General),5
Chandigarh,Journalists & Media,1
Chandigarh,Police,3
Chandigarh,Private Citizens & Property,3
Chandigarh city,Government (General),1
Chandrapurna,Private Citizens & Property,1
Channa,Private Citizens & Property,1
Chapnali,Private Citizens & Property,1
Charar Sharif,Government (General),1
Charar-e-Shariet,Military,1
"Chatra D., Bihar State",Violent Political Party,1
Chawmanu,Violent Political Party,1
Check-Natnusa,Military,1
Chehata,Police,1
Chenani,Police,2
Chennai,Business,1
Chennai,Police,1
Chilpaka,Police,1
Chindwara,Government (General),1
Chintapalli,Business,1
Chunghrali,Transportation,1
Churachandpur D,Private Citizens & Property,1
Churachandpur D.,Private Citizens & Property,1
Churchak,Police,2
Churchak Village,Private Citizens & Property,1
Churchandpur,Military,1
Chuslewad,Private Citizens & Property,1
Coimbatore,Business,1
Coimbatore,Government (General),1
Coimbatore,Police,3
Coimbatore,Private Citizens & Property,12
Cuttack,Private Citizens & Property,1
Dadbugh,Military,1
Dadri,Government (General),1
Dadsara-Tral,Government (General),1
Dalwandi Bhai,Private Citizens & Property,1
Dalwani Bhai,Religious Figures/Institutions,1
Damara,Private Citizens & Property,1
"Damhal Khusipora, Jammu and Kashmir State",Police,1
Damkala,Police,1
Dantewada District,Police,1
Dariba,Police,1
Darrang D.,Private Citizens & Property,1
Darrang District,Transportation,1
Daurpur,Military,1
Davangeri,Private Citizens & Property,1
"Dayalgam, J+K",Government (General),1
Deepkarhar,Government (General),1
Dehli,Educational Institution,1
Dehli,Tourists,2
Delhi,Airports & Aircraft,1
Delhi,Business,2
Delhi,Government (Diplomatic),1
Delhi,Government (General),1
Delhi,Police,2
Delhi,Private Citizens & Property,4
Delhi,Religious Figures/Institutions,1
Delhi,Transportation,2
Dera Baba Nanek,Military,1
"Desapani V., J+K",Police,1
Devar-Lolab,Military,1
Dhadhoi,Transportation,1
Dhakikot,Private Citizens & Property,1
Dhalai District,Military,1
Dhamdhama,Private Citizens & Property,1
Dharamkut,Police,1
Dharampuram,Government (General),1
Dholabari,Police,1
"Dhubri, Assam",Police,1
Dhumachara,Government (General),1
"Dialgam village, Jammu and Kashmir State",Government (General),1
Digiana,Transportation,1
Dimapur,Business,1
"Dimapur, Nagaland",Military,1
"Dimapur, Nageland",Military,1
Dimtal village,Transportation,1
Diphu,Transportation,1
Dispur,Business,1
Dobaka,Private Citizens & Property,1
"Docla, J+K",Private Citizens & Property,1
Doda,Government (General),1
Doda,Police,1
Doda,Violent Political Party,1
"Doda District, Jammu and Kashmir State",Educational Institution,1
Dodadib Hills,Private Citizens & Property,1
Doimaguri,Private Citizens & Property,1
Donkarayi,Police,1
Drusu,Private Citizens & Property,1
Dubli,Military,1
"Duda, Jammu, Kashmir State",Military,1
Duliajan,Transportation,1
Dungiwatcha,Military,1
East Godavari Forest,Police,1
Faridkot,Business,3
Faridkot,Police,3
Faridkot,Private Citizens & Property,1
Faridkot Dist.,Police,1
Farikot,Government (General),1
Fatahpur,Private Citizens & Property,1
Fatehgarh Churian,Private Citizens & Property,1
Fattawala,Police,1
Ferozepore,Police,2
Ferozepore Dist,Military,1
Ferozepore Dist.,Police,1
Ferozepore District,Police,1
Ferozepur,Military,1
Ferozepur,Police,1
Ferozepur,Private Citizens & Property,1
Ferozepur District,Private Citizens & Property,1
Ganda Basti,Private Citizens & Property,1
Ganderbal,Government (General),1
Ganderbal Town,Military,1
Ganganagar,Police,1
Ganji Gulabsinghwala,Violent Political Party,1
Gatta Badshah,Police,1
Gauhati,Business,1
Gauhati,Private Citizens & Property,1
"Gaya, Bihar S.",Police,1
Gayzing,Government (General),1
Genel,Transportation,1
Ghawaden Kothi,Business,1
Ghaziabad,Religious Figures/Institutions,1
Ghaziabad,Transportation,1
Gherimandi,Private Citizens & Property,1
Gizzer Village,Police,1
Goa,Business,1
Goalpara,Government (General),1
Gohalwad,Private Citizens & Property,1
Golwar,Transportation,1
Gonpur,Government (General),1
Gool Gulab Garh,Transportation,1
"Gorakphur, Uttar Pradesh State",Government (General),1
Gorangatilla,Private Citizens & Property,1
Goraya,Violent Political Party,1
Goreshwar,Private Citizens & Property,1
"Gossaigaon, Assam",Private Citizens & Property,1
Gretabal,Military,1
Gudur,Government (General),1
Gujarat,Government (General),2
Gujarat,Private Citizens & Property,1
Gulmarg,Military,1
Gurbux Nagar,Private Citizens & Property,1
Gurdaspur,Police,2
Gurdaspur,Private Citizens & Property,2
Gurdaspur Dist.,Business,1
Gurdaspur Dist.,Private Citizens & Property,1
Gurdaspur District,Police,2
Gurdaspur District,Private Citizens & Property,1
Guwahati,Business,3
Guwahati,Government (General),2
Guwahati,Military,1
Guwahati,NGO,1
Guwahati,Police,1
Guwahati,Private Citizens & Property,2
Guwahati,Transportation,4
Hadawadi,Private Citizens & Property,1
Haflong,Police,1
Hajera,Police,1
Haldwani Town,Business,1
Handwara,Military,2
Hanjiwala Pattan,Police,1
Hapatnar Village,Transportation,1
Hardwar,Transportation,1
Haridwar,Business,1
Harkiliar,Police,1
Harsha Shinna,Government (General),1
Hathikulai,Police,1
Hatimura,Private Citizens & Property,1
Hazratbal,Government (General),1
Hazratbul,Police,1
"Hazratbul, J+K",Police,1
Hejamara,Police,1
Henglep,Military,1
High Security Area of Srinagar,Government (General),1
Hoshiapur,Police,1
Hoshiapur,Private Citizens & Property,1
Hostapur,Military,1
Howrah District *,Private Citizens & Property,1
Hozeau,Business,1
Humahama,Police,1
Husoor village,Private Citizens & Property,1
Huzurabad,Police,1
Hyderabad,Government (General),1
Hyderabad,Private Citizens & Property,2
Hyderabad,Transportation,1
Ikou,Military,1
Ikou Bazar,Government (General),1
"Imphal, Manipur",Military,2
"Imphal, Manipur",Police,1
"Imphal, Manipur",Private Citizens & Property,1
"Imphal, Manipur State",Police,1
"Imphal, Manipur State",Private Citizens & Property,2
"Imphal, Manipur State",Violent Political Party,1
"Indore, Madhya Pradesh State",Religious Figures/Institutions,1
Iqbalabad,Business,1
J + K,Private Citizens & Property,18
J&K,Government (General),1
J&K,Police,1
J&K,Private Citizens & Property,1
Jaflan,Private Citizens & Property,1
Jagraon,Private Citizens & Property,1
Jagraun,Government (General),1
Jaintipura,Military,1
Jaipur,Government (General),2
Jaipur,Private Citizens & Property,1
"Jaipur, Rajasthan S.",Government (General),1
"Jaipur, Rasasthanj State",Government (General),1
Jalandhar,Police,1
Jalandhar,Private Citizens & Property,1
Jalandhar,Transportation,1
Jalandhar,Violent Political Party,2
Jalandhar District,Government (General),1
Jalandhar-Amritsar,Transportation,1
Jallundhur,Business,1
Jammu,Business,1
Jammu,Educational Institution,1
Jammu,Government (General),4
Jammu,Military,1
Jammu,Police,2
Jammu,Private Citizens & Property,2
Jammu,Religious Figures/Institutions,3
Jammu,Transportation,6
Jammu + Kashmir State,Private Citizens & Property,1
Jammu and Kashmir state,Government (General),4
Jammu and Kashmir State,Private Citizens & Property,10
Jammu city,Business,1
Jammu city,Religious Figures/Institutions,1
Jammu Kashmir State,Government (General),2
Jammu State,Business,1
"Jammu, J+K",Transportation,1
"Jammu, Jammu Kashmir State",Private Citizens & Property,1
Jamshedpur,Airports & Aircraft,1
Jamshedpur,Private Citizens & Property,1
Jandiala,Transportation,1
Jarubachen,Business,1
Jarul Racha,Private Citizens & Property,1
Jatana,Terrorists/Non-State Militia,1
Jehanabad,Private Citizens & Property,1
Jhabbal,Private Citizens & Property,1
Jhandoke,Business,1
"Jhansi, Uttar Pradesh State",Business,1
Jholian,Government (General),1
Jillan,Government (General),1
Jorhat,Business,1
Jorhat,Government (General),1
Joshimath,Private Citizens & Property,1
Jullundhur,Government (General),1
Jullundur,Police,3
Jullundur,Private Citizens & Property,1
Jullundur Sadar,Police,1
Kab,Private Citizens & Property,1
Kachduro,Government (General),1
Kachugaon,Government (General),1
Kalabanh,Business,1
Kalakuchi,Private Citizens & Property,1
Kalikewal,Private Citizens & Property,1
Kalwamora,Business,1
Kalyan,Transportation,1
"Kalyanpur, Tripura",Private Citizens & Property,1
Kamarapally,Private Citizens & Property,1
Kamoke Village,Police,1
Kanchanchara,NGO,1
Kandrori,Transportation,2
"Kang Pokpi Constituency, Manipur State",Police,1
Kangan,Journalists & Media,1
Kangan,Military,1
Kangan,Police,1
Kanjinag Village,Military,1
Kanpur,Government (General),1
Kansla,Private Citizens & Property,1
Karakagudem,Police,1
Karbi Anglong District,Military,1
Kargil District,Military,1
Karimanagar Dist Andhra Predos,Government (General),1
Karimnagar Distr Andhra Pradesh,Police,1
Karimnagar District,Police,1
Karmuwal,Private Citizens & Property,1
Karnal District,Business,1
Karnataka State,Business,1
Kashmir,Police,1
Kashmir,Transportation,1
Kashmir State,Business,1
Kashmir State,Military,1
Kashmir State,Police,3
Kashmir State,Private Citizens & Property,4
Kashmir Valley,Military,1
"Kathalbari, Assam",Private Citizens & Property,1
Kathalguri,Police,1
Kathua District,Police,1
Kenduguri,Military,1
Kerala,Religious Figures/Institutions,1
Keygam,Violent Political Party,1
Khaberajputan,Private Citizens & Property,1
"Khadesin V., Jenanabad D.",Private Citizens & Property,1
Khair,Military,1
Khajala,Police,1
Khanna area,Private Citizens & Property,1
Kharacho,Police,1
Kharad,Police,1
Kharar,Business,1
Kharar,Violent Political Party,1
Khilchian Drain,Police,1
Kila Raipur,Transportation,1
Kila Shahpur,Government (General),1
Kilariapur,Private Citizens & Property,1
Kilor,Police,1
Kishtwar,Government (General),1
Kochi town,Government (Diplomatic),1
"Kohima, Nugaland S.",Police,1
"Kokraghar D., Assam",Private Citizens & Property,20
Kokrajhar,Military,1
"Kokrajhar D., Assam",Private Citizens & Property,4
"Kokrajhar Dist, Assam State",Military,1
Kokrajhar District,Police,1
Kokrajhar District,Private Citizens & Property,1
Kolabari,Government (General),1
Konta Town,Police,1
Konunghamang,Police,1
Korodpalli,Police,1
"Kothkapally, Karimangar Dist, Andhra Pradesh State",Police,1
Kotkapura,Private Citizens & Property,1
Kotlarai,Police,1
"Kowai, Tripura",Private Citizens & Property,1
Krishnanagar,Private Citizens & Property,1
Kudkapura,Military,1
Kulgam,Police,1
"Kulgam, J+K",Violent Political Party,1
Kuminkadi,Military,1
Kunjikulam,Journalists & Media,1
Kuppuguda,Police,1
Kupwara,Military,3
Kupwara,Police,3
Kupwara,Private Citizens & Property,2
Kupwara Dist.,Police,1
Kupwara District,Government (General),2
Kupwara District,Police,2
"Kupwara, Kashmir",Police,1
Kurmol,Military,1
Kurukshetra,Business,1
Ladakh,Police,1
Ladervat J + K,Tourists,1
Lahowal,Police,1
Lailalong,Military,1
Laipura,Police,1
Lakhimpur Kheri,Private Citizens & Property,1
Lamphel District,Police,1
Lapoke,Police,1
Lapur,Police,1
Lasana,Police,1
Laudara,Military,1
Laxmanpur V.,Police,1
Lehota,Police,1
Litran,Violent Political Party,1
Logar Village,Government (General),1
Lohan Village,Police,1
Longowal Village,Government (General),1
Loto,Terrorists/Non-State Militia,1
Lucknow,Government (General),1
Lucknow,Private Citizens & Property,1
Lucknow,Transportation,1
Ludhiana,Business,18
Ludhiana,Government (General),4
Ludhiana,Military,1
Ludhiana,Police,6
Ludhiana,Private Citizens & Property,7
Ludhiana,Transportation,3
Ludhiana District,Police,1
Ludhigna,Police,1
Machareddy,Private Citizens & Property,1
Machchiwala,Police,1
Madar,Military,1
Madhya Pradesh State,Police,1
"Madora, J + K State",Police,1
Madras,Airports & Aircraft,1
Madras,Business,1
Madras,Government (Diplomatic),1
Madras,Government (General),5
Madras,Journalists & Media,2
Madras,Violent Political Party,1
"Madras, Tamil Nadu State",Business,1
Madya Pradesh,Religious Figures/Institutions,1
Magam,Military,1
Maghya Pradesh State,Police,1
Mahur,Police,1
"Maiamnala, Nagaland",Transportation,1
Mainaopuri,Private Citizens & Property,1
Majitha,Police,1
Majitua District,Police,1
Majuli islands,Government (General),1
Makhu,Private Citizens & Property,1
Malasian Bajan,Government (General),1
Malerkotla,Business,1
Maloke Village,Private Citizens & Property,1
Maman,Transportation,1
"Manaing Khol District, Manipur State",Police,1
Manasbal,Military,1
Manawala,Transportation,1
Mandai,Government (General),1
Mandi,Government (General),1
"Mandideep, Madhya Piadesh",NGO,1
Mangaldoi,Government (General),1
Manipur S.,Private Citizens & Property,2
Manipur State,Government (General),3
Manipur State,Police,1
Mankote,Military,1
Manoharpur,Private Citizens & Property,1
Mansa,Business,1
Manu,Government (General),2
"Mard Village, Jammu and Kasamir State",Police,1
Margherita,Government (General),1
Margooz region,Military,1
Mathura,Transportation,1
"Mazaffarnagar, Pradesh S. Utlar",Private Citizens & Property,2
Medak District,Government (General),1
Meerut,Government (General),1
Meerut,Transportation,1
Mehnar,Police,1
Mehsana,Utilities,1
Mehtiana,Government (General),1
Methewal,Private Citizens & Property,1
Mizoram,Transportation,1
"Modinagar, Uttar Pradesh",Transportation,1
Moga,Government (General),1
Mogha,Police,1
Mogsangei,Government (General),1
Morabachai,Private Citizens & Property,1
Moranhat,Police,1
Moreh,Private Citizens & Property,1
Motipur Village,Police,1
Mukerian,Business,1
Mukhivand,Private Citizens & Property,1
Muktsar,Private Citizens & Property,1
Mumbai,Transportation,2
"Muran Village, Jammu and Kashmir State",Government (General),1
Murki,Military,1
Murshidabad District,Government (General),1
"Muzaffaeque, Bahar State",Violent Political Party,1
Muzaffarabad *,Government (General),1
Muzaffarpur,Government (General),1
Nabha,Violent Political Party,1
Nagaland (town not stated),Government (General),1
Nagaland S.,Military,1
Nagaland State,Government (General),1
Nagaland State,Police,1
Nagaland State,Private Citizens & Property,1
Nagaon District,Government (General),1
Nagpur,Police,1
Nagpur,Private Citizens & Property,1
Nahajia,Private Citizens & Property,1
Naipura Badgam,Police,1
Nalbari D. Assam S.,Utilities,2
Nalbari District,Business,1
Nalli,Utilities,1
Nambol,Police,1
Nanded,Government (General),1
"Nandyai, Andhra Pradesh",Government (General),2
Nandyal District,Government (General),1
Nanngal Labana,Government (General),1
Narayanpur,Private Citizens & Property,1
Narbal,Telecommunication,1
Natunbazar,Police,1
Nawapind Shokian,Violent Political Party,1
"Nayabasti V., Assam",Police,1
NE Manipur State,Private Citizens & Property,1
Nehalpora Pattan,Military,1
New Dehli,Government (Diplomatic),1
New Dehli,Military,1
New Delhi,Airports & Aircraft,1
New Delhi,Business,7
New Delhi,Educational Institution,1
New Delhi,Government (Diplomatic),2
New Delhi,Government (General),5
New Delhi,Police,4
New Delhi,Private Citizens & Property,14
New Delhi,Telecommunication,1
New Delhi,Transportation,13
New Delhi - Jammu,Airports & Aircraft,1
New Deli,Business,2
New Jalpaiguri,Private Citizens & Property,1
Ningthoukom,Government (General),1
Nizamabad Dist,Government (General),1
Nizamabad Dist,Private Citizens & Property,1
Nizamabad District,Government (General),1
Noorpura,Government (General),1
North Cachar District,Police,1
Not Stated,Government (General),1
Nowgam,Police,1
Nowpora,Government (General),1
Ongole,Government (General),1
Orissa,Government (General),4
Orissa State,Government (General),1
Pahalgam,Business,1
Pahalgam,Police,1
Pahalgam,Private Citizens & Property,2
Pahalgam,Tourists,1
Paidimalgu,Business,1
Pakistan Border,Military,1
Palampur Village,Transportation,1
Palapora,Military,1
Palapora,Transportation,1
"Pallanwala Sector, Jammu",Military,1
Pampore,Business,1
Pampore,Police,1
Panalgam,Private Citizens & Property,2
Panchavati,Private Citizens & Property,1
Pandori Barach,Religious Figures/Institutions,1
Panipat,Transportation,3
Panipat,Violent Political Party,1
Panjipora,Private Citizens & Property,1
Panjwar,Police,1
Panligam,Police,1
Parmandal,Transportation,1
Pastoon,Government (General),1
Patacharkuchi,Police,1
"Patakota, J+K",Business,1
Patan,Police,1
Pathankot,Business,1
Pathankot,Transportation,4
Patiala,Government (General),2
Patiala,Journalists & Media,1
Patiala,Private Citizens & Property,1
Patiala,Religious Figures/Institutions,1
Patiala,Violent Political Party,1
Patiala District,Educational Institution,2
Patiala district,Transportation,1
Patna,Government (General),1
Pattan,Police,1
"Pattan, Kashmir",Police,1
Patti Town,Business,1
Payal,Private Citizens & Property,1
Perumagauda,Police,1
Phaizol Kuki,Private Citizens & Property,1
Phepima,Government (General),1
Phulpur,Terrorists/Non-State Militia,1
Pilakhua Town,Private Citizens & Property,1
Pilibhit,Private Citizens & Property,1
Pilibhit,Transportation,1
Pilibhut,Private Citizens & Property,1
"Pinjara, J+K",Government (General),1
Pishikash,Business,1
"Plantan Village, Jammu",Business,1
"Plantan Village, Jammu",Utilities,4
Poona,Transportation,2
Poonch District,Private Citizens & Property,1
Poonthura,Military,1
Pragpur,Government (General),1
Puhroo,Police,1
Pul Dora,Government (General),1
Pulwama,Military,1
Pulwama,Police,2
Pulwama,Private Citizens & Property,1
Pulwama,Terrorists/Non-State Militia,1
Pulwama,Transportation,1
"Pulwama D., J+K",Government (General),1
Pulwama Town,Educational Institution,1
"Pulwama, J&K",Journalists & Media,1
Punch,Police,1
Punjab State,Business,1
Punjab State,Government (General),4
Punjab State,Police,4
Punjab State,Private Citizens & Property,1
Punjab State,Transportation,2
Punjab State,Violent Political Party,1
Punjah State,Business,1
Purbarama Chandraghat,Private Citizens & Property,1
Purulia,Police,1
Qazi Kund,Private Citizens & Property,1
Qazigunj Township,Private Citizens & Property,1
Rae Bareli,Religious Figures/Institutions,1
Raishyabari,Military,1
Raisinghnagar,Military,1
Raiya,Transportation,1
Rajampet,Transportation,1
Rajaori,Military,1
Rajapalayam,Business,1
Rajapalayam,Private Citizens & Property,1
Rajapalayam,Transportation,1
"Rajapalayam, Madras State",Private Citizens & Property,1
Rajasthan,Transportation,1
Rajauri,Private Citizens & Property,1
Rajnandgaon,Transportation,1
Rajoke,Private Citizens & Property,1
Rajouri,Private Citizens & Property,1
Rajouri District,Military,1
Rajouri Kadal,Police,1
Rajpora,Military,1
"Rakhaldubi, Assam",Transportation,1
Ramavaram,Police,1
Ramban,Government (General),1
Ramlal Village,Police,1
Rampur District,Government (General),1
Rampur District,Private Citizens & Property,2
Rampur District,Transportation,1
Rampura,Police,1
"Ranaput, Andhra Pradesh",Police,1
Ranchi,Transportation,2
Rangiya,Private Citizens & Property,1
Rangiya,Transportation,1
"Rathani Tola V, Bihar S,",Private Citizens & Property,1
Ratzul,Police,1
Raya Morh,Transportation,1
Rohtak,Private Citizens & Property,2
Ropar,Police,1
"Ropar D., Punjab",Violent Political Party,1
Ropar District,Private Citizens & Property,1
Rudrapur Town,Private Citizens & Property,1
Rue Kalan,Private Citizens & Property,1
Rupar,Police,1
Ruriwala,Police,1
"Saderkoot V., J+K State",Private Citizens & Property,1
Safakadal,Business,1
Safapura,Military,1
Safaqadal,Police,1
Sailen,Police,1
Salakati,Transportation,1
Samana,Private Citizens & Property,1
Samana Town,Police,1
Sandhan,Police,1
Sanga,Private Citizens & Property,1
Sangam,Military,1
Sangam,Private Citizens & Property,1
Sangma,Police,1
Sangrampur,Private Citizens & Property,1
Sangrur,Business,12
Sangrur,Transportation,1
Sangrur District,Educational Institution,5
Sangrur District,Violent Political Party,1
Sangur,Government (General),1
"Sansapani, Assam",Transportation,1
Saphermaina,Military,1
Sapore,Police,2
Saraikhola,Transportation,1
Saregara Village,Private Citizens & Property,1
Sasundi,Violent Political Party,1
Satrandi,Private Citizens & Property,1
Seinagar,Private Citizens & Property,1
"Senapati D., Manipur",Police,1
Sepapani Village,Transportation,1
Sepore,Police,1
Shahbaajpur,Police,1
Shahpur Jhajhan,Police,1
Shillong,Police,1
Shingiari Chowk,Private Citizens & Property,1
Shopian,Police,2
Shopian,Private Citizens & Property,1
Siala,Private Citizens & Property,1
"Sibsagar D., Assam",Military,1
Sidhwan,Transportation,1
Sikandra,Police,1
Sikkim,Private Citizens & Property,1
Sikkim State,Government (General),2
Silanibari,Transportation,1
Simaluguri,Government (General),1
Sinari,Private Citizens & Property,1
Sind,Transportation,1
Singhbum District,Transportation,1
Singhpora,Military,1
Sipaihar,Business,1
Siripur,Private Citizens & Property,1
Sirpur,Transportation,1
Sirpure V. Andhra Pradesh,Police,1
Sirsa,Religious Figures/Institutions,1
Sitamarhi,Government (General),1
Sitapala,Police,1
"Siwan City, Bihar S.",Private Citizens & Property,1
Sohian Town,Transportation,1
Sonitpur,Private Citizens & Property,1
Sonitpur District,Military,1
Sopor,Business,1
Sopor,Government (General),1
Sopora,Police,1
Sopore,Educational Institution,2
Sopore,Government (General),1
Sopore,Military,2
Sopore,Police,2
Sopore,Private Citizens & Property,1
Sopore,Transportation,1
Sopore District,Military,1
Sopore Town,Military,1
"Sopore, Kashmir",Government (General),1
Soupi,Private Citizens & Property,2
Sriguhphara,Police,1
Srinaga,Terrorists/Non-State Militia,1
Srinagar,Business,3
Srinagar,Educational Institution,1
Srinagar,Government (General),14
Srinagar,Journalists & Media,3
Srinagar,Military,10
Srinagar,Police,23
Srinagar,Private Citizens & Property,7
Srinagar,Religious Figures/Institutions,4
Srinagar,Terrorists/Non-State Militia,2
Srinagar,Tourists,1
Srinagar,Transportation,2
