source,target,weight
Ananda Marga,Bombing/Explosion,1
Japanese Red Army (JRA),Hijacking,1
Maoists,Assassination,1
Meitei extremists,Armed Assault,1
Mizo National Front,Armed Assault,5
Mizo National Front,Assassination,2
Mizo National Front,Facility/Infrastructure Attack,2
Mizo National Front,Unknown,1
Muslims,Bombing/Explosion,2
Naga People,Armed Assault,1
Naxalites,Armed Assault,1
Naxalites,Bombing/Explosion,1
Palestinians,Hijacking,1
People's Liberation Army (India),Armed Assault,1
